episode,total_reward,steps,epsilon,won,progress_cells
1576,-8.42,82,0.05,0,2
1577,-8.82,82,0.05,0,2
1578,0.32,148,0.05,0,5
1579,-8.42,82,0.05,0,2
1580,-7.82,82,0.05,0,2
1581,-8.62,82,0.05,0,2
1582,-8.82,82,0.05,0,2
1583,-7.62,82,0.05,0,2
1584,-8.62,82,0.05,0,2
1585,-3.31,91,0.05,0,3
1586,-40.28,9,0.05,0,3
1587,-8.82,82,0.05,0,2
1588,-9.03,83,0.05,0,2
1589,-8.82,82,0.05,0,2
1590,-8.64,84,0.05,0,2
1591,-44.02,43,0.05,0,3
1592,-2.86,86,0.05,0,3
1593,-6.66,126,0.05,0,1
1594,-43.41,42,0.05,0,3
1595,-5.82,102,0.05,0,3
1596,-5.2,120,0.05,0,3
1597,-10.8,80,0.05,0,0
1598,-45.8,61,0.05,0,3
1599,-8.02,82,0.05,0,2
1600,2.54,86,0.05,0,4
1601,-8.82,82,0.05,0,2
1602,-40.24,5,0.05,0,3
1603,-6.47,107,0.05,0,3
1604,-47.82,123,0.05,0,3
1605,-3.71,91,0.05,0,3
1606,-8.82,82,0.05,0,2
1607,-42.47,28,0.05,0,3
1608,-8.8,140,0.05,0,3
1609,-7.42,82,0.05,0,2
1610,-8.62,82,0.05,0,2
1611,-40.06,7,0.05,0,3
1612,-8.62,82,0.05,0,2
1613,-7.42,82,0.05,0,2
1614,-42.89,30,0.05,0,3
1615,-8.22,82,0.05,0,2
1616,-8.22,82,0.05,0,2
1617,-7.4,100,0.05,0,2
1618,-3.77,137,0.05,0,3
1619,-6.67,107,0.05,0,2
1620,-3.53,93,0.05,0,2
1621,-7.04,104,0.05,0,1
1622,-12.6,80,0.05,0,0
1623,-7.47,187,0.05,0,2
1624,0.64,136,0.05,0,3
1625,3.29,151,0.05,0,5
1626,-35.04,5,0.05,0,3
1627,-17.19,60,0.05,0,8
1628,-15.67,28,0.05,0,8
1629,-20.4,21,0.05,0,6
1630,-26.76,37,0.05,0,5
1631,-42.09,30,0.05,0,3
1632,-30.5,11,0.05,0,4
1633,-20.07,8,0.05,0,6
1634,-25.08,9,0.05,0,6
1635,13.28,152,0.05,0,7
1636,-3.98,138,0.05,0,3
1637,-18.06,67,0.05,0,7
1638,-4.62,82,0.05,0,2
1639,-17.09,70,0.05,0,7
1640,-27.31,32,0.05,0,5
1641,-34.35,76,0.05,0,4
1642,-37.27,48,0.05,0,3
1643,-40.02,3,0.05,0,3
1644,-32.84,45,0.05,0,5
1645,-32.65,66,0.05,0,4
1646,-35.96,17,0.05,0,3
1647,-28.11,72,0.05,0,6
1648,-40.02,3,0.05,0,3
1649,11.77,123,0.05,0,5
1650,-12.86,67,0.05,0,8
1651,-16.5,31,0.05,0,7
1652,-9.3,131,0.05,0,9
1653,-17.57,138,0.05,0,7
1654,-25.08,9,0.05,0,6
1655,-21.39,40,0.05,0,7
1656,-29.75,96,0.05,0,5
1657,-28.42,43,0.05,0,5
1658,4.54,86,0.05,0,4
1659,-9.55,155,0.05,0,3
1660,-40.02,3,0.05,0,3
1661,-1.25,85,0.05,0,3
1662,-3.92,152,0.05,0,3
1663,3.9,110,0.05,0,4
1664,-32.74,75,0.05,0,5
1665,-32.62,83,0.05,0,4
1666,-30.39,20,0.05,0,5
1667,-1.34,94,0.05,0,2
1668,-30.67,28,0.05,0,5
1669,3.8,120,0.05,0,4
1670,7.16,184,0.05,0,4
1671,-30.45,26,0.05,0,4
1672,-41.7,31,0.05,0,3
1673,-40.15,16,0.05,0,3
1674,1.16,124,0.05,0,3
1675,5.46,95,0.05,0,12
1676,-40.14,15,0.05,0,3
1677,-30.37,18,0.05,0,5
1678,2.53,107,0.05,0,4
1679,-6.1,110,0.05,0,1
1680,-6.72,92,0.05,0,1
1681,-6.46,126,0.05,0,1
1682,-2.27,187,0.05,0,2
1683,-2.78,198,0.05,0,2
1684,7.46,134,0.05,0,4
1685,-10.8,80,0.05,0,0
1686,-1.84,144,0.05,0,2
1687,-10.8,80,0.05,0,0
1688,-10.8,80,0.05,0,0
1689,-6.11,91,0.05,0,1
1690,-11.4,80,0.05,0,0
1691,-6.23,83,0.05,0,1
1692,-2.84,184,0.05,0,2
1693,-11.6,80,0.05,0,0
1694,-6.01,81,0.05,0,1
1695,-11.4,80,0.05,0,0
1696,-11.0,80,0.05,0,0
1697,-2.85,205,0.05,0,2
1698,-10.8,80,0.05,0,0
1699,-2.92,212,0.05,0,2
1700,-2.81,201,0.05,0,2
1701,-11.2,80,0.05,0,0
1702,-6.04,104,0.05,0,1
1703,-6.1,90,0.05,0,1
1704,-11.0,80,0.05,0,0
1705,-2.82,182,0.05,0,2
1706,-2.23,83,0.05,0,2
1707,-11.0,80,0.05,0,0
1708,-1.55,115,0.05,0,2
1709,1.66,94,0.05,0,3
1710,-8.78,98,0.05,0,2
1711,-4.5,90,0.05,0,2
1712,-36.59,80,0.05,0,3
1713,-2.12,92,0.05,0,3
1714,-20.93,34,0.05,0,6
1715,-48.41,82,0.05,0,3
1716,-49.69,150,0.05,0,3
1717,-36.88,49,0.05,0,3
1718,-7.22,82,0.05,0,2
1719,2.51,89,0.05,0,3
1720,-40.03,4,0.05,0,3
1721,2.66,94,0.05,0,3
1722,-43.59,40,0.05,0,3
1723,-40.48,109,0.05,0,3
1724,3.14,106,0.05,0,3
1725,-44.87,48,0.05,0,3
1726,0.95,85,0.05,0,4
1727,-38.54,75,0.05,0,3
1728,0.57,163,0.05,0,3
1729,-41.35,16,0.05,0,3
1730,-8.02,82,0.05,0,2
1731,-8.82,82,0.05,0,2
1732,-49.58,139,0.05,0,3
1733,-8.22,82,0.05,0,2
1734,0.49,111,0.05,0,3
1735,2.93,87,0.05,0,3
1736,-1.05,85,0.05,0,3
1737,-50.06,147,0.05,0,3
1738,-39.54,75,0.05,0,3
1739,-7.52,132,0.05,0,3
1740,-44.22,43,0.05,0,3
1741,-0.19,99,0.05,0,3
1742,-4.96,96,0.05,0,3
1743,-45.56,57,0.05,0,3
1744,-36.39,60,0.05,0,3
1745,-8.82,82,0.05,0,2
1746,-8.43,83,0.05,0,2
1747,-40.09,10,0.05,0,3
1748,-3.22,82,0.05,0,2
1749,-38.18,39,0.05,0,3
1750,-3.43,83,0.05,0,2
1751,-8.83,83,0.05,0,2
1752,-8.62,82,0.05,0,2
1753,-8.62,82,0.05,0,2
1754,-45.54,55,0.05,0,3
1755,-6.25,105,0.05,0,3
1756,-40.26,27,0.05,0,3
1757,2.33,87,0.05,0,3
1758,-8.02,82,0.05,0,2
1759,-44.9,51,0.05,0,3
1760,-10.47,147,0.05,0,3
1761,3.07,93,0.05,0,3
1762,-4.02,82,0.05,0,2
1763,-46.9,71,0.05,0,3
1764,-1.02,82,0.05,0,2
1765,-2.02,82,0.05,0,2
1766,-0.55,115,0.05,0,3
1767,-42.66,27,0.05,0,3
1768,-8.42,82,0.05,0,2
1769,-8.42,82,0.05,0,2
1770,-1.42,82,0.05,0,2
1771,-9.13,133,0.05,0,3
1772,-8.62,82,0.05,0,2
1773,-6.02,82,0.05,0,2
1774,-5.03,83,0.05,0,2
1775,-41.58,19,0.05,0,3
1776,-7.02,82,0.05,0,2
1777,-8.42,82,0.05,0,2
1778,-0.31,111,0.05,0,3
1779,-8.08,128,0.05,0,3
1780,-7.05,125,0.05,0,3
1781,-8.27,87,0.05,0,2
1782,-10.32,152,0.05,0,3
1783,-7.42,82,0.05,0,2
1784,-42.92,33,0.05,0,3
1785,-42.53,34,0.05,0,3
1786,-7.62,82,0.05,0,2
1787,-44.2,61,0.05,0,3
1788,-46.86,67,0.05,0,3
1789,-8.22,82,0.05,0,2
1790,-42.79,60,0.05,0,3
1791,-5.71,111,0.05,0,3
1792,-4.43,123,0.05,0,3
1793,-8.72,92,0.05,0,2
1794,-9.76,96,0.05,0,2
1795,-4.11,131,0.05,0,3
1796,-4.95,155,0.05,0,3
1797,-4.25,125,0.05,0,3
1798,-7.63,123,0.05,0,3
1799,-8.22,82,0.05,0,2
1800,-8.62,82,0.05,0,2
1801,-8.63,83,0.05,0,2
1802,-3.47,87,0.05,0,3
1803,-6.22,82,0.05,0,2
1804,-8.66,86,0.05,0,2
1805,-5.62,82,0.05,0,2
1806,-10.24,124,0.05,0,2
1807,5.82,98,0.05,0,5
1808,-31.38,19,0.05,0,4
1809,-32.8,81,0.05,0,6
1810,-46.22,63,0.05,0,3
1811,-40.91,12,0.05,0,3
1812,-4.03,83,0.05,0,3
1813,-34.1,91,0.05,0,5
1814,-8.02,82,0.05,0,2
1815,-7.58,118,0.05,0,3
1816,-8.42,82,0.05,0,2
1817,-7.82,82,0.05,0,2
1818,-8.02,82,0.05,0,2
1819,-16.18,79,0.05,0,8
1820,-1.87,87,0.05,0,3
1821,-3.64,144,0.05,0,3
1822,0.65,95,0.05,0,3
1823,-8.71,91,0.05,0,2
1824,-8.42,82,0.05,0,2
1825,-5.02,102,0.05,0,3
1826,-8.22,82,0.05,0,2
1827,-42.26,27,0.05,0,3
1828,-44.01,42,0.05,0,3
1829,-43.57,38,0.05,0,3
1830,-46.72,73,0.05,0,3
1831,-41.35,76,0.05,0,3
1832,-45.56,57,0.05,0,3
1833,-2.15,155,0.05,0,3
1834,-3.27,127,0.05,0,2
1835,-12.2,80,0.05,0,0
1836,-4.08,108,0.05,0,2
1837,-2.97,97,0.05,0,2
1838,-2.95,135,0.05,0,2
1839,1.77,103,0.05,0,3
1840,-2.97,97,0.05,0,2
1841,-3.23,123,0.05,0,2
1842,1.32,148,0.05,0,3
1843,-21.87,88,0.05,0,7
1844,2.34,106,0.05,0,3
1845,-41.99,80,0.05,0,3
1846,-4.15,95,0.05,0,2
1847,-4.31,151,0.05,0,3
1848,-8.49,89,0.05,0,2
1849,-8.42,82,0.05,0,2
1850,-8.82,82,0.05,0,2
1851,-40.91,12,0.05,0,3
1852,-5.42,82,0.05,0,2
1853,-22.72,113,0.05,0,7
1854,-8.22,82,0.05,0,2
1855,-31.4,21,0.05,0,4
1856,-5.62,82,0.05,0,2
1857,-17.72,53,0.05,0,7
1858,-6.02,82,0.05,0,2
1859,-31.2,21,0.05,0,5
1860,11.08,112,0.05,0,5
1861,-6.42,82,0.05,0,2
1862,-40.92,53,0.05,0,3
1863,3.25,95,0.05,0,4
1864,-26.8,121,0.05,0,6
1865,-31.35,36,0.05,0,4
1866,-34.04,45,0.05,0,4
1867,-31.92,33,0.05,0,4
1868,-22.26,107,0.05,0,6
1869,-35.22,23,0.05,0,3
1870,-30.54,35,0.05,0,4
1871,-1.22,82,0.05,0,2
1872,-0.97,157,0.05,0,4
1873,-40.6,21,0.05,0,3
1874,-5.22,82,0.05,0,2
1875,-24.3,71,0.05,0,6
1876,-36.21,42,0.05,0,3
1877,-20.78,39,0.05,0,6
1878,-15.9,31,0.05,0,7
1879,-23.96,57,0.05,0,7
1880,-1.47,87,0.05,0,2
1881,-20.68,49,0.05,0,6
1882,-30.29,10,0.05,0,4
1883,-5.16,17,0.05,0,10
1884,-11.11,32,0.05,0,8
1885,-16.21,22,0.05,0,7
1886,-25.06,7,0.05,0,6
1887,-20.92,33,0.05,0,6
1888,-27.77,58,0.05,0,6
1889,8.14,207,0.05,0,13
1890,13.13,48,0.05,0,13
1891,-25.64,45,0.05,0,6
1892,-16.46,27,0.05,0,7
1893,8.46,55,0.05,0,12
1894,-29.35,96,0.05,0,5
1895,-12.44,65,0.05,0,8
1896,-8.85,86,0.05,0,10
1897,-33.88,49,0.05,0,4
1898,-40.02,3,0.05,0,3
1899,-8.82,82,0.05,0,2
1900,-8.22,82,0.05,0,2
1901,-40.02,3,0.05,0,3
1902,-18.37,138,0.05,0,8
1903,-31.37,18,0.05,0,4
1904,-30.73,14,0.05,0,4
1905,-6.42,82,0.05,0,2
1906,-14.61,102,0.05,0,8
1907,-43.95,76,0.05,0,3
1908,-20.86,27,0.05,0,6
1909,-6.43,24,0.05,0,9
1910,-16.01,42,0.05,0,7
1911,-9.9,71,0.05,0,9
1912,-11.27,28,0.05,0,8
1913,-22.76,57,0.05,0,6
1914,-28.03,104,0.05,0,6
1915,-26.42,23,0.05,0,6
1916,-16.97,78,0.05,0,7
1917,8.24,37,0.05,0,12
1918,-23.24,45,0.05,0,6
1919,-36.26,67,0.05,0,5
1920,10.88,112,0.05,0,5
1921,-38.99,120,0.05,0,4
1922,-5.62,82,0.05,0,2
1923,-22.27,88,0.05,0,6
1924,-26.67,88,0.05,0,5
1925,-5.82,82,0.05,0,2
1926,-2.82,82,0.05,0,2
1927,-4.22,82,0.05,0,2
1928,-40.28,9,0.05,0,3
1929,-32.83,104,0.05,0,4
1930,-1.62,82,0.05,0,2
1931,-0.82,82,0.05,0,2
1932,7.56,84,0.05,0,4
1933,-16.6,81,0.05,0,7
1934,-12.54,55,0.05,0,8
1935,9.75,85,0.05,0,5
1936,-0.82,82,0.05,0,2
1937,-17.42,83,0.05,0,7
1938,-40.09,10,0.05,0,3
1939,-0.82,82,0.05,0,2
1940,-26.92,33,0.05,0,6
1941,-21.02,63,0.05,0,7
1942,-25.5,11,0.05,0,6
1943,-25.62,23,0.05,0,5
1944,-25.98,19,0.05,0,5
1945,-25.76,17,0.05,0,5
1946,-11.65,46,0.05,0,8
1947,-25.05,6,0.05,0,6
1948,19.57,103,0.05,0,7
1949,-25.29,10,0.05,0,6
1950,-16.69,70,0.05,0,7
1951,-1.02,82,0.05,0,2
1952,-0.82,82,0.05,0,2
1953,-35.08,9,0.05,0,3
1954,7.48,92,0.05,0,5
1955,-16.01,22,0.05,0,8
1956,15.22,179,0.05,0,15
1957,-1.02,82,0.05,0,2
1958,-25.51,12,0.05,0,5
1959,-26.15,76,0.05,0,6
1960,-23.34,115,0.05,0,7
1961,-27.36,37,0.05,0,5
1962,36.87,133,0.05,0,10
1963,-10.49,30,0.05,0,8
1964,-0.82,82,0.05,0,2
1965,-16.72,33,0.05,0,7
1966,-14.82,63,0.05,0,8
1967,-26.69,30,0.05,0,5
1968,-41.24,45,0.05,0,3
1969,-35.4,61,0.05,0,4
1970,-27.38,39,0.05,0,5
1971,-25.97,18,0.05,0,5
1972,11.85,135,0.05,0,5
1973,4.46,154,0.05,0,5
1974,-22.59,80,0.05,0,7
1975,-30.53,54,0.05,0,5
1976,-30.05,6,0.05,0,5
1977,-30.26,7,0.05,0,5
1978,-40.35,16,0.05,0,3
1979,-40.02,3,0.05,0,3
1980,-31.97,38,0.05,0,5
1981,-4.58,119,0.05,0,10
1982,-32.79,40,0.05,0,4
1983,-31.39,20,0.05,0,4
1984,12.09,91,0.05,0,5
1985,-40.26,7,0.05,0,3
1986,-34.11,112,0.05,0,5
1987,-22.59,40,0.05,0,6
1988,-23.72,53,0.05,0,6
1989,0.3,90,0.05,0,4
1990,-28.94,75,0.05,0,5
1991,2.07,133,0.05,0,5
1992,-22.08,69,0.05,0,6
1993,-33.0,41,0.05,0,5
1994,-24.73,94,0.05,0,6
1995,-0.6,100,0.05,0,4
1996,-33.12,33,0.05,0,4
1997,-40.47,8,0.05,0,3
1998,-28.79,100,0.05,0,6
1999,-28.25,66,0.05,0,5
2000,-33.68,109,0.05,0,5
2001,-8.22,82,0.05,0,2
2002,-33.35,56,0.05,0,5
2003,-30.75,16,0.05,0,4
2004,-26.03,24,0.05,0,5
2005,-34.02,63,0.05,0,5
2006,-40.46,7,0.05,0,3
2007,-11.65,26,0.05,0,8
2008,-37.12,73,0.05,0,4
2009,-2.92,112,0.05,0,3
2010,-16.3,91,0.05,0,8
2011,-0.77,178,0.05,0,13
2012,21.13,107,0.05,0,7
2013,-1.96,96,0.05,0,3
2014,-1.48,49,0.05,0,10
2015,-17.87,48,0.05,0,7
2016,-40.56,57,0.05,0,3
2017,-4.09,89,0.05,0,3
2018,-0.69,109,0.05,0,4
2019,-1.22,82,0.05,0,2
2020,-3.47,87,0.05,0,3
2021,-22.66,87,0.05,0,8
2022,-31.34,75,0.05,0,6
2023,-3.43,83,0.05,0,3
2024,-7.43,83,0.05,0,2
2025,-8.62,82,0.05,0,2
2026,-35.04,5,0.05,0,3
2027,6.93,87,0.05,0,5
2028,-7.42,82,0.05,0,2
2029,-40.03,4,0.05,0,3
2030,-7.47,147,0.05,0,3
2031,-45.17,58,0.05,0,3
2032,-7.62,82,0.05,0,2
2033,-1.02,82,0.05,0,2
2034,-8.42,82,0.05,0,2
2035,-7.82,82,0.05,0,2
2036,-6.82,82,0.05,0,2
2037,-7.62,82,0.05,0,2
2038,-4.17,117,0.05,0,3
2039,-8.22,82,0.05,0,2
2040,-4.62,82,0.05,0,2
2041,-7.21,121,0.05,0,3
2042,-6.43,84,0.05,0,11
2043,-32.63,84,0.05,0,5
2044,-10.76,17,0.05,0,8
2045,-23.89,110,0.05,0,6
2046,-6.42,82,0.05,0,2
2047,-8.22,82,0.05,0,2
2048,-15.53,34,0.05,0,7
2049,-9.28,148,0.05,0,3
2050,-13.73,94,0.05,0,9
2051,-8.62,82,0.05,0,2
2052,-25.52,33,0.05,0,6
2053,-6.62,82,0.05,0,2
2054,-7.82,82,0.05,0,2
2055,-42.97,38,0.05,0,3
2056,-40.02,3,0.05,0,3
2057,11.09,132,0.05,0,14
2058,-47.6,81,0.05,0,3
2059,-7.02,162,0.05,0,4
2060,-3.26,126,0.05,0,4
2061,-21.07,48,0.05,0,7
2062,-3.43,83,0.05,0,3
2063,-8.42,82,0.05,0,2
2064,-8.22,82,0.05,0,2
2065,-6.62,82,0.05,0,2
2066,-35.91,12,0.05,0,3
2067,-8.82,82,0.05,0,2
2068,-25.75,36,0.05,0,6
2069,-6.24,144,0.05,0,3
2070,-6.53,113,0.05,0,3
2071,-4.22,82,0.05,0,2
2072,21.28,133,0.05,0,16
2073,-7.02,82,0.05,0,2
2074,-7.82,82,0.05,0,2
2075,0.04,96,0.05,0,4
2076,-32.19,140,0.05,0,6
2077,-8.03,83,0.05,0,2
2078,-7.42,82,0.05,0,2
2079,-7.22,82,0.05,0,2
2080,-1.22,82,0.05,0,2
2081,-46.7,71,0.05,0,3
2082,-5.99,100,0.05,0,11
2083,-8.02,82,0.05,0,2
2084,-32.17,78,0.05,0,5
2085,-32.96,157,0.05,0,6
2086,-8.42,82,0.05,0,2
2087,-26.13,174,0.05,0,8
2088,-30.22,63,0.05,0,5
2089,-0.01,121,0.05,0,4
2090,-4.02,82,0.05,0,2
2091,-30.14,15,0.05,0,5
2092,-4.22,82,0.05,0,2
2093,-34.6,61,0.05,0,4
2094,-8.22,82,0.05,0,2
2095,-43.55,36,0.05,0,3
2096,1.52,88,0.05,0,4
2097,-21.84,105,0.05,0,7
2098,-7.82,82,0.05,0,2
2099,-8.82,82,0.05,0,2
2100,-0.31,32,0.05,0,10
2101,-8.62,82,0.05,0,2
2102,-23.85,46,0.05,0,6
2103,-36.0,61,0.05,0,5
2104,-8.43,83,0.05,0,2
2105,-25.41,42,0.05,0,5
2106,-2.91,111,0.05,0,3
2107,-10.25,145,0.05,0,3
2108,3.44,116,0.05,0,3
2109,-8.62,82,0.05,0,2
2110,-8.62,82,0.05,0,2
2111,-4.94,174,0.05,0,4
2112,-8.02,82,0.05,0,2
2113,-8.62,82,0.05,0,2
2114,-8.62,82,0.05,0,2
2115,-8.82,82,0.05,0,2
2116,1.22,138,0.05,0,3
2117,-10.06,146,0.05,0,3
2118,-8.89,89,0.05,0,2
2119,-7.22,82,0.05,0,2
2120,-4.29,89,0.05,0,3
2121,-5.62,82,0.05,0,2
2122,-8.02,82,0.05,0,2
2123,-2.3,90,0.05,0,2
2124,-8.48,128,0.05,0,3
2125,3.26,94,0.05,0,3
2126,-8.82,82,0.05,0,2
2127,-8.02,82,0.05,0,2
2128,-9.09,89,0.05,0,2
2129,-7.62,82,0.05,0,2
2130,-5.22,82,0.05,0,2
2131,-38.35,36,0.05,0,3
2132,-8.62,82,0.05,0,2
2133,-7.22,82,0.05,0,2
2134,6.35,105,0.05,0,4
2135,-7.1,90,0.05,0,2
2136,-3.67,87,0.05,0,3
2137,-2.83,83,0.05,0,3
2138,-8.42,82,0.05,0,2
2139,-6.02,82,0.05,0,2
2140,-6.04,84,0.05,0,2
2141,-8.43,83,0.05,0,2
2142,-5.64,84,0.05,0,2
2143,-43.51,52,0.05,0,3
2144,-5.42,82,0.05,0,2
2145,-8.84,84,0.05,0,2
2146,-8.02,82,0.05,0,2
2147,-38.73,54,0.05,0,3
2148,-41.86,27,0.05,0,3
2149,-5.42,82,0.05,0,2
2150,-41.14,15,0.05,0,3
2151,-2.23,83,0.05,0,3
2152,8.25,115,0.05,0,5
2153,-36.51,52,0.05,0,3
2154,-7.42,82,0.05,0,2
2155,-5.44,84,0.05,0,2
2156,-40.26,7,0.05,0,3
2157,-37.75,56,0.05,0,3
2158,-3.82,82,0.05,0,2
2159,-46.2,81,0.05,0,3
2160,-2.55,115,0.05,0,3
2161,-7.62,82,0.05,0,2
2162,-8.42,82,0.05,0,2
2163,-7.62,82,0.05,0,2
2164,-41.67,68,0.05,0,3
2165,-7.82,82,0.05,0,2
2166,-46.97,118,0.05,0,3
2167,-7.82,82,0.05,0,2
2168,-8.22,82,0.05,0,2
2169,-7.62,82,0.05,0,2
2170,-7.82,82,0.05,0,2
2171,-31.14,15,0.05,0,4
2172,-8.23,83,0.05,0,2
2173,-7.82,82,0.05,0,2
2174,-7.22,82,0.05,0,2
2175,-43.37,38,0.05,0,3
2176,-8.02,82,0.05,0,2
2177,-6.82,82,0.05,0,2
2178,-7.42,82,0.05,0,2
2179,-8.47,87,0.05,0,2
2180,-8.82,82,0.05,0,2
2181,-9.84,144,0.05,0,3
2182,-7.23,83,0.05,0,2
2183,-7.87,127,0.05,0,3
2184,-8.62,82,0.05,0,2
2185,-8.82,82,0.05,0,2
2186,-8.42,82,0.05,0,2
2187,-47.3,71,0.05,0,3
2188,-8.42,82,0.05,0,2
2189,-3.87,87,0.05,0,3
2190,-9.62,142,0.05,0,3
2191,-8.22,82,0.05,0,2
2192,-8.02,82,0.05,0,2
2193,-8.62,82,0.05,0,2
2194,-4.78,98,0.05,0,3
2195,-8.62,82,0.05,0,2
2196,-44.01,42,0.05,0,3
2197,-8.62,82,0.05,0,2
2198,-11.76,156,0.05,0,3
2199,-8.94,134,0.05,0,3
2200,-8.62,82,0.05,0,2
2201,-8.42,82,0.05,0,2
2202,5.73,87,0.05,0,5
2203,-3.63,83,0.05,0,3
2204,-8.42,82,0.05,0,2
2205,-8.22,82,0.05,0,2
2206,-8.02,82,0.05,0,2
2207,-8.02,82,0.05,0,2
2208,-8.42,82,0.05,0,2
2209,-8.46,86,0.05,0,2
2210,-4.95,95,0.05,0,3
2211,-44.71,52,0.05,0,3
2212,-8.62,82,0.05,0,2
2213,-8.22,82,0.05,0,2
2214,-7.82,82,0.05,0,2
2215,-8.22,82,0.05,0,2
2216,-10.09,149,0.05,0,3
2217,-8.58,98,0.05,0,2
2218,-6.02,82,0.05,0,2
2219,-8.82,82,0.05,0,2
2220,-6.62,82,0.05,0,2
2221,-6.26,126,0.05,0,2
2222,-8.45,85,0.05,0,2
2223,-6.02,82,0.05,0,2
2224,-6.26,86,0.05,0,2
2225,-8.39,99,0.05,0,2
2226,-5.82,82,0.05,0,2
2227,-39.03,64,0.05,0,3
2228,-40.17,18,0.05,0,3
2229,-3.68,108,0.05,0,3
2230,-3.83,83,0.05,0,3
2231,-8.62,82,0.05,0,2
2232,4.22,118,0.05,0,4
2233,-3.83,83,0.05,0,3
2234,-6.42,82,0.05,0,2
2235,-8.62,82,0.05,0,2
2236,-33.61,102,0.05,0,4
2237,-41.8,21,0.05,0,3
2238,-6.82,82,0.05,0,2
2239,-8.82,82,0.05,0,2
2240,-46.53,74,0.05,0,3
2241,-8.22,82,0.05,0,2
2242,-8.62,82,0.05,0,2
2243,-8.22,82,0.05,0,2
2244,-8.42,82,0.05,0,2
2245,-3.65,85,0.05,0,3
2246,-8.43,83,0.05,0,2
2247,-10.97,97,0.05,0,2
2248,-8.82,82,0.05,0,2
2249,-7.81,121,0.05,0,3
2250,-36.58,19,0.05,0,3
2251,-5.62,82,0.05,0,2
2252,-1.51,91,0.05,0,3
2253,-1.24,84,0.05,0,3
2254,-6.61,121,0.05,0,3
2255,-8.42,82,0.05,0,2
2256,-41.84,25,0.05,0,3
2257,-6.62,82,0.05,0,2
2258,-8.42,82,0.05,0,2
2259,-8.62,82,0.05,0,2
2260,-46.85,166,0.05,0,5
2261,-6.06,106,0.05,0,3
2262,-42.06,27,0.05,0,3
2263,-3.47,127,0.05,0,3
2264,-3.83,83,0.05,0,3
2265,-8.42,82,0.05,0,2
2266,-46.43,64,0.05,0,3
2267,-37.48,29,0.05,0,3
2268,-40.48,9,0.05,0,3
2269,-5.23,83,0.05,0,2
2270,-9.38,98,0.05,0,2
2271,-41.58,19,0.05,0,3
2272,-7.42,82,0.05,0,2
2273,-35.5,31,0.05,0,3
2274,-4.43,103,0.05,0,3
2275,-5.6,100,0.05,0,3
2276,-3.2,120,0.05,0,3
2277,-7.89,129,0.05,0,3
2278,-42.57,58,0.05,0,3
2279,-40.06,67,0.05,0,3
2280,-0.16,96,0.05,0,3
2281,2.06,94,0.05,0,3
2282,-42.74,75,0.05,0,3
2283,-7.42,82,0.05,0,2
2284,-40.1,11,0.05,0,3
2285,-40.48,9,0.05,0,3
2286,-4.06,86,0.05,0,3
2287,1.38,122,0.05,0,3
2288,-0.14,154,0.05,0,3
2289,-2.82,82,0.05,0,2
2290,0.81,99,0.05,0,3
2291,-8.22,82,0.05,0,2
2292,-8.63,83,0.05,0,2
2293,-41.1,31,0.05,0,3
2294,-2.62,82,0.05,0,2
2295,0.32,108,0.05,0,3
2296,-2.23,83,0.05,0,2
2297,-10.01,141,0.05,0,3
2298,-4.77,97,0.05,0,3
2299,-9.88,148,0.05,0,3
2300,-41.46,27,0.05,0,3
2301,-11.18,158,0.05,0,3
2302,-3.02,82,0.05,0,2
2303,-3.81,141,0.05,0,3
2304,0.62,138,0.05,0,3
2305,-43.36,37,0.05,0,3
2306,-42.14,35,0.05,0,3
2307,-7.22,82,0.05,0,2
2308,2.11,109,0.05,0,3
2309,0.49,151,0.05,0,3
2310,-4.22,82,0.05,0,2
2311,-8.22,82,0.05,0,2
2312,-8.82,82,0.05,0,2
2313,-4.02,82,0.05,0,2
2314,-6.71,111,0.05,0,3
2315,-8.82,82,0.05,0,2
2316,-43.55,36,0.05,0,3
2317,-6.22,82,0.05,0,2
2318,-5.14,114,0.05,0,3
2319,-5.64,84,0.05,0,2
2320,-6.71,91,0.05,0,2
2321,-45.22,103,0.05,0,3
2322,-5.09,89,0.05,0,2
2323,-2.41,201,0.05,0,3
2324,-0.44,104,0.05,0,3
2325,-43.7,51,0.05,0,3
2326,-7.05,125,0.05,0,2
2327,-12.4,80,0.05,0,0
2328,-37.93,54,0.05,0,3
2329,-8.62,82,0.05,0,2
2330,0.09,131,0.05,0,3
2331,-2.4,160,0.05,0,2
2332,-11.2,80,0.05,0,0
2333,-4.95,155,0.05,0,2
2334,-3.25,105,0.05,0,2
2335,-8.27,87,0.05,0,2
2336,-3.21,101,0.05,0,3
2337,-6.42,82,0.05,0,2
2338,-0.22,102,0.05,0,3
2339,-41.6,21,0.05,0,3
2340,-7.42,82,0.05,0,2
2341,-1.19,159,0.05,0,3
2342,-37.62,43,0.05,0,3
2343,1.56,104,0.05,0,3
2344,-37.66,47,0.05,0,3
2345,-40.05,6,0.05,0,3
2346,-40.15,56,0.05,0,3
2347,-1.58,118,0.05,0,3
2348,-6.79,159,0.05,0,3
2349,-10.57,157,0.05,0,3
2350,-8.82,82,0.05,0,2
2351,-8.62,82,0.05,0,2
2352,-6.82,82,0.05,0,2
2353,1.31,89,0.05,0,3
2354,-7.82,82,0.05,0,2
2355,-9.91,151,0.05,0,2
