episode,total_reward,steps,epsilon,won,progress_cells
3916,-5.12,112,0.05,0,3
3917,-8.62,82,0.05,0,2
3918,-4.26,106,0.05,0,3
3919,-4.37,117,0.05,0,3
3920,-11.6,80,0.05,0,0
3921,-4.11,151,0.05,0,3
3922,-1.26,86,0.05,0,3
3923,-45.23,104,0.05,0,3
3924,-8.42,82,0.05,0,2
3925,-8.62,82,0.05,0,2
3926,3.35,105,0.05,0,3
3927,-6.02,82,0.05,0,2
3928,-2.82,82,0.05,0,2
3929,-8.92,132,0.05,0,3
3930,-8.83,83,0.05,0,2
3931,-6.62,82,0.05,0,2
3932,-5.45,85,0.05,0,2
3933,-6.85,85,0.05,0,2
3934,-3.77,97,0.05,0,3
3935,-7.82,82,0.05,0,2
3936,-2.92,92,0.05,0,3
3937,-41.01,22,0.05,0,3
3938,-5.27,127,0.05,0,3
3939,-1.2,160,0.05,0,3
3940,0.3,130,0.05,0,3
3941,-3.02,82,0.05,0,2
3942,-5.86,106,0.05,0,3
3943,2.14,126,0.05,0,3
3944,2.55,105,0.05,0,3
3945,-3.03,83,0.05,0,2
3946,-2.06,86,0.05,0,3
3947,-40.71,32,0.05,0,3
3948,-2.63,83,0.05,0,3
3949,-4.49,89,0.05,0,3
3950,-1.82,82,0.05,0,2
3951,2.27,113,0.05,0,3
3952,-41.34,15,0.05,0,3
3953,-40.36,17,0.05,0,3
3954,-3.86,86,0.05,0,3
3955,-3.43,83,0.05,0,3
3956,-6.54,114,0.05,0,3
3957,-3.63,83,0.05,0,3
3958,-1.82,82,0.05,0,2
3959,1.48,112,0.05,0,3
3960,-1.62,82,0.05,0,2
3961,-47.97,78,0.05,0,3
3962,-3.9,90,0.05,0,3
3963,1.18,102,0.05,0,3
3964,-6.82,82,0.05,0,2
3965,-6.07,107,0.05,0,3
3966,-4.7,150,0.05,0,4
3967,-3.47,87,0.05,0,3
3968,-37.29,70,0.05,0,3
3969,-4.0,100,0.05,0,3
3970,-4.03,103,0.05,0,3
3971,-8.62,82,0.05,0,2
3972,-7.91,91,0.05,0,2
3973,0.57,103,0.05,0,3
3974,-42.18,39,0.05,0,3
3975,-8.62,82,0.05,0,2
3976,-6.62,82,0.05,0,2
3977,-3.21,161,0.05,0,3
3978,0.14,86,0.05,0,3
3979,-7.02,82,0.05,0,2
3980,-0.51,131,0.05,0,3
3981,-1.36,96,0.05,0,3
3982,-5.82,82,0.05,0,2
3983,-0.7,110,0.05,0,3
3984,6.2,160,0.05,0,4
3985,-2.53,213,0.05,0,2
3986,-11.0,80,0.05,0,0
3987,-5.37,97,0.05,0,2
3988,-7.49,109,0.05,0,2
3989,-2.02,82,0.05,0,2
3990,-2.04,84,0.05,0,3
3991,-41.35,16,0.05,0,3
3992,-43.47,48,0.05,0,3
3993,-7.22,82,0.05,0,2
3994,-2.87,107,0.05,0,3
3995,-6.42,82,0.05,0,2
3996,-46.06,67,0.05,0,3
3997,-45.35,56,0.05,0,3
3998,-3.13,133,0.05,0,3
3999,-0.44,84,0.05,0,3
4000,-8.02,82,0.05,0,2
4001,-45.63,64,0.05,0,3
4002,-8.42,82,0.05,0,2
4003,-8.82,82,0.05,0,2
4004,-40.55,16,0.05,0,3
4005,-8.02,82,0.05,0,2
4006,-7.82,82,0.05,0,2
4007,-8.62,82,0.05,0,2
4008,-6.82,82,0.05,0,2
4009,-4.95,95,0.05,0,3
4010,-8.1,130,0.05,0,3
4011,-8.62,82,0.05,0,2
4012,-40.47,8,0.05,0,3
4013,-41.14,15,0.05,0,3
4014,-8.82,82,0.05,0,2
4015,-45.33,54,0.05,0,3
4016,-8.83,83,0.05,0,2
4017,-40.02,3,0.05,0,3
4018,-40.92,13,0.05,0,3
4019,-8.02,82,0.05,0,2
4020,-11.75,155,0.05,0,3
4021,-8.42,82,0.05,0,2
4022,-8.82,82,0.05,0,2
4023,-8.62,82,0.05,0,2
4024,-42.47,28,0.05,0,3
4025,-3.89,89,0.05,0,3
4026,-9.57,137,0.05,0,3
4027,-7.62,82,0.05,0,2
4028,-6.62,82,0.05,0,2
4029,-11.0,80,0.05,0,0
4030,-10.31,151,0.05,0,3
4031,-5.42,82,0.05,0,2
4032,-1.43,83,0.05,0,2
4033,-1.02,82,0.05,0,2
4034,-39.57,58,0.05,0,3
4035,-1.79,99,0.05,0,3
4036,-4.38,98,0.05,0,2
4037,-40.9,11,0.05,0,3
4038,-1.02,102,0.05,0,3
4039,-2.69,89,0.05,0,3
4040,-8.24,84,0.05,0,2
4041,-46.14,115,0.05,0,3
4042,-8.42,82,0.05,0,2
4043,-44.66,47,0.05,0,3
4044,-8.22,82,0.05,0,2
4045,-40.24,5,0.05,0,3
4046,-5.02,82,0.05,0,2
4047,-1.69,109,0.05,0,3
4048,-5.15,95,0.05,0,3
4049,-42.53,74,0.05,0,3
4050,-0.69,129,0.05,0,3
4051,-44.69,50,0.05,0,3
4052,-0.91,131,0.05,0,3
4053,-7.02,82,0.05,0,2
4054,-5.17,157,0.05,0,3
4055,-4.82,82,0.05,0,2
4056,-1.35,155,0.05,0,3
4057,-2.82,82,0.05,0,2
4058,-2.67,87,0.05,0,3
4059,-5.39,99,0.05,0,3
4060,-0.68,108,0.05,0,3
4061,-1.58,118,0.05,0,3
4062,-43.37,38,0.05,0,3
4063,-6.08,108,0.05,0,3
4064,-8.82,82,0.05,0,2
4065,-40.62,43,0.05,0,3
4066,-8.65,145,0.05,0,3
4067,2.01,159,0.05,0,4
4068,-10.8,80,0.05,0,0
4069,-41.61,22,0.05,0,3
4070,-6.42,82,0.05,0,2
4071,-3.23,83,0.05,0,2
4072,-8.83,83,0.05,0,2
4073,-11.91,211,0.05,0,4
4074,-8.22,82,0.05,0,2
4075,-8.62,82,0.05,0,2
4076,-47.31,72,0.05,0,3
4077,-35.99,60,0.05,0,5
4078,-7.02,82,0.05,0,2
4079,-8.62,82,0.05,0,2
4080,-6.75,115,0.05,0,3
4081,-8.62,82,0.05,0,2
4082,-8.62,82,0.05,0,2
4083,-8.62,82,0.05,0,2
4084,-40.92,13,0.05,0,3
4085,-2.63,83,0.05,0,3
4086,-40.56,37,0.05,0,3
4087,-8.02,82,0.05,0,2
4088,-3.24,84,0.05,0,3
4089,-8.42,82,0.05,0,2
4090,-6.1,110,0.05,0,3
4091,-8.04,84,0.05,0,2
4092,-6.51,111,0.05,0,3
4093,-4.07,87,0.05,0,3
4094,-35.06,7,0.05,0,3
4095,-6.09,109,0.05,0,3
4096,-8.82,82,0.05,0,2
4097,-45.6,101,0.05,0,3
4098,-9.37,137,0.05,0,3
4099,-8.62,82,0.05,0,2
4100,-4.74,94,0.05,0,3
4101,-42.02,23,0.05,0,3
4102,-7.86,126,0.05,0,3
4103,-8.62,82,0.05,0,2
4104,-9.56,136,0.05,0,3
4105,-40.11,52,0.05,0,3
4106,-8.82,82,0.05,0,2
4107,-9.99,139,0.05,0,3
4108,-7.82,82,0.05,0,2
4109,-8.62,82,0.05,0,2
4110,-7.54,94,0.05,0,2
4111,-47.14,75,0.05,0,3
4112,-8.02,82,0.05,0,2
4113,-42.01,42,0.05,0,3
4114,-8.02,82,0.05,0,2
4115,-44.07,48,0.05,0,3
4116,-8.02,82,0.05,0,2
4117,-4.97,97,0.05,0,3
4118,-3.82,82,0.05,0,2
4119,-5.86,146,0.05,0,3
4120,-5.42,82,0.05,0,2
4121,-40.06,7,0.05,0,3
4122,-5.22,82,0.05,0,2
4123,-40.71,32,0.05,0,3
4124,-6.62,82,0.05,0,2
4125,-2.47,87,0.05,0,2
4126,-40.21,22,0.05,0,3
4127,-4.4,160,0.05,0,3
4128,-2.46,86,0.05,0,3
4129,-37.34,35,0.05,0,3
4130,-5.22,82,0.05,0,2
4131,-38.0,61,0.05,0,3
4132,-2.08,128,0.05,0,3
4133,3.07,93,0.05,0,4
4134,-5.03,83,0.05,0,2
4135,2.22,98,0.05,0,3
4136,1.66,134,0.05,0,3
4137,-1.02,82,0.05,0,2
4138,2.62,138,0.05,0,3
4139,-5.65,145,0.05,0,3
4140,3.55,105,0.05,0,3
4141,-38.91,52,0.05,0,3
4142,2.06,94,0.05,0,3
4143,-6.62,82,0.05,0,2
4144,7.86,134,0.05,0,4
4145,-10.43,84,0.05,0,9
4146,-33.32,53,0.05,0,4
4147,-31.65,26,0.05,0,4
4148,-7.36,57,0.05,0,9
4149,2.35,85,0.05,0,4
4150,-17.11,32,0.05,0,7
4151,-27.74,35,0.05,0,5
4152,-37.58,79,0.05,0,4
4153,-0.82,82,0.05,0,2
4154,-23.21,62,0.05,0,7
4155,-18.3,151,0.05,0,7
4156,3.87,93,0.05,0,3
4157,-8.42,82,0.05,0,2
4158,-2.63,83,0.05,0,3
4159,-2.58,98,0.05,0,3
4160,3.29,91,0.05,0,3
4161,-3.89,89,0.05,0,3
4162,-5.57,97,0.05,0,3
4163,-8.82,82,0.05,0,2
4164,-2.22,102,0.05,0,3
4165,-7.22,82,0.05,0,2
4166,-3.88,108,0.05,0,3
4167,-8.02,82,0.05,0,2
4168,-41.12,13,0.05,0,3
4169,-5.19,99,0.05,0,3
4170,-3.43,83,0.05,0,3
4171,-9.0,140,0.05,0,3
4172,-1.62,82,0.05,0,2
4173,-39.93,54,0.05,0,3
4174,-40.02,3,0.05,0,3
4175,-10.68,148,0.05,0,3
4176,-10.93,153,0.05,0,3
4177,-8.83,83,0.05,0,2
4178,-8.22,82,0.05,0,2
4179,-3.23,83,0.05,0,3
4180,-44.69,50,0.05,0,3
4181,-7.82,82,0.05,0,2
4182,-7.82,82,0.05,0,2
4183,-3.27,87,0.05,0,3
4184,-5.86,106,0.05,0,3
4185,-7.62,82,0.05,0,2
4186,-8.62,82,0.05,0,2
4187,-6.31,111,0.05,0,3
4188,-6.89,149,0.05,0,1
4189,-3.39,219,0.05,0,2
4190,3.33,147,0.05,0,3
4191,-5.24,104,0.05,0,3
4192,-4.95,95,0.05,0,3
4193,-45.28,129,0.05,0,3
4194,-4.08,88,0.05,0,3
4195,-5.42,82,0.05,0,2
4196,-5.41,121,0.05,0,3
4197,-6.95,115,0.05,0,3
4198,-4.49,89,0.05,0,3
4199,-3.83,83,0.05,0,3
4200,-41.28,69,0.05,0,3
4201,-7.59,119,0.05,0,3
4202,-45.15,56,0.05,0,3
4203,-38.35,36,0.05,0,3
4204,-8.02,82,0.05,0,2
4205,-5.65,105,0.05,0,3
4206,-8.84,84,0.05,0,2
4207,-8.62,82,0.05,0,2
4208,-3.83,83,0.05,0,3
4209,-5.11,111,0.05,0,3
4210,-46.43,84,0.05,0,3
4211,-41.13,14,0.05,0,3
4212,-8.82,82,0.05,0,2
4213,-8.42,82,0.05,0,2
4214,-42.53,74,0.05,0,3
4215,-8.62,82,0.05,0,2
4216,-1.57,117,0.05,0,4
4217,-6.22,82,0.05,0,2
4218,-9.83,143,0.05,0,3
4219,-7.82,82,0.05,0,2
4220,-8.22,82,0.05,0,2
4221,-7.45,125,0.05,0,3
4222,-8.63,83,0.05,0,2
4223,-8.82,82,0.05,0,2
4224,-8.62,82,0.05,0,2
4225,-8.62,82,0.05,0,2
4226,-8.84,84,0.05,0,2
4227,-8.22,82,0.05,0,2
4228,-6.99,139,0.05,0,3
4229,-8.62,82,0.05,0,2
4230,-9.82,102,0.05,0,2
4231,-8.22,82,0.05,0,2
4232,-36.15,16,0.05,0,3
4233,-10.92,152,0.05,0,3
4234,-9.71,151,0.05,0,3
4235,-8.62,82,0.05,0,2
4236,-8.42,82,0.05,0,2
4237,-5.96,136,0.05,0,3
4238,-9.26,86,0.05,0,2
4239,-41.44,25,0.05,0,3
4240,-44.2,101,0.05,0,3
4241,-8.62,82,0.05,0,2
4242,-6.62,82,0.05,0,2
4243,-2.58,98,0.05,0,3
4244,-23.75,116,0.05,0,7
4245,-2.45,85,0.05,0,2
4246,-35.03,4,0.05,0,3
4247,-34.1,51,0.05,0,5
4248,2.76,124,0.05,0,3
4249,-1.62,82,0.05,0,2
4250,-32.56,37,0.05,0,4
4251,-5.82,82,0.05,0,2
4252,-5.45,85,0.05,0,2
4253,-41.87,88,0.05,0,3
4254,-32.62,103,0.05,0,4
4255,-5.62,82,0.05,0,2
4256,2.96,124,0.05,0,3
4257,-40.53,34,0.05,0,3
4258,3.15,85,0.05,0,3
4259,5.72,88,0.05,0,4
4260,-34.7,51,0.05,0,5
4261,-35.84,25,0.05,0,3
4262,-25.27,8,0.05,0,6
4263,-31.39,20,0.05,0,4
4264,-8.22,82,0.05,0,2
4265,-39.44,105,0.05,0,4
4266,5.86,94,0.05,0,4
4267,1.95,145,0.05,0,3
4268,-1.02,82,0.05,0,2
4269,-40.02,3,0.05,0,3
4270,1.23,97,0.05,0,4
4271,-2.52,152,0.05,0,4
4272,3.23,137,0.05,0,3
4273,2.54,86,0.05,0,3
4274,-3.87,87,0.05,0,3
4275,1.92,88,0.05,0,3
4276,-9.36,136,0.05,0,3
4277,-43.54,35,0.05,0,3
4278,-8.82,82,0.05,0,2
4279,3.54,86,0.05,0,3
4280,3.08,112,0.05,0,3
4281,-7.38,118,0.05,0,3
4282,-8.82,82,0.05,0,2
4283,3.52,88,0.05,0,3
4284,3.94,86,0.05,0,3
4285,2.33,147,0.05,0,3
4286,-8.62,82,0.05,0,2
4287,-11.83,163,0.05,0,3
4288,-4.54,94,0.05,0,3
4289,-37.4,101,0.05,0,3
4290,-1.02,82,0.05,0,2
4291,-5.63,103,0.05,0,3
4292,-9.38,138,0.05,0,3
4293,-36.03,84,0.05,0,3
4294,-8.62,82,0.05,0,2
4295,-5.19,99,0.05,0,3
4296,-11.16,156,0.05,0,3
4297,-8.02,82,0.05,0,2
4298,-4.49,89,0.05,0,3
4299,-8.62,82,0.05,0,2
4300,-8.62,82,0.05,0,2
4301,2.93,147,0.05,0,3
4302,-11.6,160,0.05,0,3
4303,-40.24,5,0.05,0,3
4304,-1.82,82,0.05,0,2
4305,-6.72,112,0.05,0,3
4306,3.75,85,0.05,0,3
4307,3.28,132,0.05,0,3
4308,-1.02,82,0.05,0,2
4309,-1.02,82,0.05,0,2
4310,-7.59,119,0.05,0,3
4311,-1.22,82,0.05,0,2
4312,-11.6,160,0.05,0,3
4313,-8.43,83,0.05,0,2
4314,2.98,142,0.05,0,3
4315,-8.42,82,0.05,0,2
4316,-0.82,82,0.05,0,2
4317,3.21,99,0.05,0,3
4318,1.29,91,0.05,0,3
4319,-44.97,98,0.05,0,3
4320,-8.82,82,0.05,0,2
4321,-8.42,82,0.05,0,2
4322,-7.82,82,0.05,0,2
4323,-9.1,130,0.05,0,3
4324,-43.62,83,0.05,0,3
4325,-9.59,139,0.05,0,3
4326,-8.22,82,0.05,0,2
4327,-8.62,82,0.05,0,2
4328,-11.56,156,0.05,0,3
4329,-4.29,89,0.05,0,3
4330,-4.74,94,0.05,0,3
4331,-9.37,137,0.05,0,3
4332,-8.42,82,0.05,0,2
4333,-4.96,96,0.05,0,3
4334,-7.42,122,0.05,0,3
4335,-0.45,85,0.05,0,3
4336,-7.03,83,0.05,0,2
4337,-42.95,56,0.05,0,3
4338,-2.37,117,0.05,0,3
4339,-4.82,142,0.05,0,3
4340,-41.76,77,0.05,0,3
4341,-3.54,134,0.05,0,4
4342,-5.95,115,0.05,0,3
4343,-4.82,103,0.05,0,11
4344,-12.83,164,0.05,0,9
4345,-30.27,8,0.05,0,5
4346,-40.06,7,0.05,0,3
4347,-35.78,19,0.05,0,3
4348,-40.02,3,0.05,0,3
4349,-6.42,82,0.05,0,2
4350,-0.49,169,0.05,0,4
4351,-5.13,93,0.05,0,2
4352,-5.9,90,0.05,0,2
4353,-4.83,83,0.05,0,2
4354,-42.15,16,0.05,0,3
4355,-40.15,176,0.05,0,4
4356,-7.22,82,0.05,0,2
4357,-42.86,47,0.05,0,3
4358,-25.16,17,0.05,0,6
4359,-37.87,68,0.05,0,3
4360,-1.06,86,0.05,0,3
4361,2.51,89,0.05,0,4
4362,-2.22,82,0.05,0,2
4363,-35.91,32,0.05,0,3
4364,-25.99,40,0.05,0,6
4365,-2.39,119,0.05,0,2
4366,2.33,108,0.05,0,12
4367,-2.63,103,0.05,0,2
4368,-2.85,125,0.05,0,2
4369,-2.34,114,0.05,0,2
4370,5.26,114,0.05,0,4
4371,-3.14,114,0.05,0,2
4372,-2.82,102,0.05,0,2
4373,-4.05,105,0.05,0,2
4374,5.3,110,0.05,0,4
4375,-3.92,112,0.05,0,2
4376,-4.66,106,0.05,0,2
4377,-3.53,153,0.05,0,2
4378,-2.56,116,0.05,0,2
4379,-2.39,159,0.05,0,2
4380,-6.19,99,0.05,0,1
4381,-2.11,111,0.05,0,3
4382,-5.47,107,0.05,0,3
4383,-8.01,141,0.05,0,3
4384,-5.22,82,0.05,0,2
4385,-6.26,86,0.05,0,2
4386,27.54,166,0.05,0,9
4387,-5.82,82,0.05,0,2
4388,-17.88,49,0.05,0,7
4389,7.89,132,0.05,0,13
4390,0.6,121,0.05,0,12
4391,-7.23,83,0.05,0,2
4392,-1.17,137,0.05,0,4
4393,-11.98,99,0.05,0,9
4394,-1.13,93,0.05,0,3
4395,-38.24,125,0.05,0,4
4396,3.09,72,0.05,0,12
4397,-15.85,26,0.05,0,7
4398,-20.61,22,0.05,0,6
4399,0.33,68,0.05,0,11
4400,-15.86,47,0.05,0,7
4401,0.98,123,0.05,0,12
4402,-40.02,3,0.05,0,3
4403,-20.32,13,0.05,0,7
4404,-17.25,46,0.05,0,7
4405,-2.72,132,0.05,0,4
4406,-20.64,25,0.05,0,6
4407,-7.82,82,0.05,0,2
4408,-27.74,215,0.05,0,6
4409,-30.31,12,0.05,0,5
4410,-36.4,41,0.05,0,3
4411,-20.78,39,0.05,0,6
4412,-17.1,71,0.05,0,7
4413,-6.62,82,0.05,0,2
4414,-7.55,135,0.05,0,3
4415,1.36,84,0.05,0,3
4416,1.12,88,0.05,0,3
4417,-18.32,93,0.05,0,7
4418,-3.04,84,0.05,0,2
4419,-19.33,134,0.05,0,8
4420,-8.42,82,0.05,0,2
4421,-2.42,82,0.05,0,2
4422,-40.07,8,0.05,0,3
4423,-34.19,60,0.05,0,5
4424,-22.85,106,0.05,0,7
4425,-8.62,82,0.05,0,2
4426,-8.22,82,0.05,0,2
4427,-41.1,31,0.05,0,3
4428,-32.78,119,0.05,0,6
4429,-33.81,102,0.05,0,4
4430,-42.11,32,0.05,0,3
4431,-3.22,82,0.05,0,2
4432,-40.27,8,0.05,0,3
4433,-1.89,89,0.05,0,3
4434,-3.61,121,0.05,0,3
4435,-40.06,7,0.05,0,3
4436,-8.62,82,0.05,0,2
4437,-8.82,82,0.05,0,2
4438,-42.35,36,0.05,0,3
4439,-37.11,32,0.05,0,3
4440,-6.22,82,0.05,0,2
4441,-22.77,58,0.05,0,6
4442,-40.69,10,0.05,0,3
4443,-5.02,82,0.05,0,2
4444,-34.57,78,0.05,0,4
4445,-2.5,90,0.05,0,3
4446,-3.63,103,0.05,0,3
4447,-4.25,125,0.05,0,3
4448,-40.76,17,0.05,0,3
4449,-2.77,97,0.05,0,3
4450,-41.22,43,0.05,0,3
4451,7.3,110,0.05,0,4
4452,-38.85,46,0.05,0,3
4453,3.28,152,0.05,0,4
4454,-7.02,82,0.05,0,2
4455,-8.49,129,0.05,0,3
4456,-7.62,82,0.05,0,2
4457,9.35,165,0.05,0,5
4458,-8.42,82,0.05,0,2
4459,-11.54,115,0.05,0,9
4460,-40.91,12,0.05,0,3
4461,-31.34,75,0.05,0,6
4462,-8.22,82,0.05,0,2
4463,-34.84,65,0.05,0,5
4464,-7.83,123,0.05,0,3
4465,-4.14,114,0.05,0,3
4466,-41.6,81,0.05,0,3
4467,-40.16,57,0.05,0,3
4468,-10.99,159,0.05,0,3
4469,-39.49,50,0.05,0,3
4470,0.51,129,0.05,0,4
4471,-26.48,129,0.05,0,6
4472,-6.62,82,0.05,0,2
4473,-40.66,67,0.05,0,3
4474,-48.01,82,0.05,0,3
4475,-4.14,114,0.05,0,3
4476,-2.35,175,0.05,0,2
4477,-35.96,17,0.05,0,3
4478,-3.37,97,0.05,0,3
4479,-4.52,112,0.05,0,3
4480,-37.22,43,0.05,0,3
4481,-8.82,82,0.05,0,2
4482,-6.02,82,0.05,0,2
4483,-8.62,82,0.05,0,2
4484,-32.6,81,0.05,0,6
4485,-10.19,139,0.05,0,3
4486,-4.27,87,0.05,0,3
4487,4.82,98,0.05,0,4
4488,-3.59,99,0.05,0,3
4489,-8.82,82,0.05,0,2
4490,-5.82,82,0.05,0,2
4491,-41.08,29,0.05,0,3
4492,-4.18,98,0.05,0,3
4493,-12.4,160,0.05,0,3
4494,-5.91,151,0.05,0,3
4495,-8.83,83,0.05,0,2
4496,-8.02,82,0.05,0,2
4497,-46.18,139,0.05,0,3
4498,-42.45,26,0.05,0,3
4499,-4.07,87,0.05,0,3
4500,-8.83,83,0.05,0,2
4501,-42.73,74,0.05,0,3
4502,-5.25,105,0.05,0,3
4503,-22.76,37,0.05,0,6
4504,-5.01,101,0.05,0,3
4505,-40.08,49,0.05,0,3
4506,-5.42,102,0.05,0,3
4507,-7.42,82,0.05,0,2
4508,-41.43,64,0.05,0,3
4509,-8.62,82,0.05,0,2
4510,-8.82,82,0.05,0,2
4511,-10.9,150,0.05,0,3
4512,-6.23,103,0.05,0,3
4513,-7.6,120,0.05,0,3
4514,-8.82,82,0.05,0,2
4515,-8.82,82,0.05,0,2
4516,-40.04,5,0.05,0,3
4517,-6.44,84,0.05,0,2
4518,-8.22,82,0.05,0,2
4519,-9.12,132,0.05,0,3
4520,-6.28,128,0.05,0,3
4521,-45.17,58,0.05,0,3
4522,-7.82,82,0.05,0,2
4523,-8.05,125,0.05,0,3
4524,-37.88,29,0.05,0,3
4525,-40.39,100,0.05,0,4
4526,-4.06,86,0.05,0,3
4527,-6.82,82,0.05,0,2
4528,-8.06,146,0.05,0,3
4529,-8.63,83,0.05,0,2
4530,-4.69,89,0.05,0,3
4531,-8.7,130,0.05,0,3
4532,-2.09,89,0.05,0,3
4533,-8.19,139,0.05,0,3
4534,-9.55,135,0.05,0,3
4535,2.11,70,0.05,0,11
4536,-41.53,34,0.05,0,3
4537,-43.78,39,0.05,0,3
4538,-7.02,82,0.05,0,2
4539,-8.82,82,0.05,0,2
4540,-7.99,119,0.05,0,3
4541,-42.78,99,0.05,0,3
4542,-8.42,82,0.05,0,2
4543,-40.35,16,0.05,0,3
4544,-20.56,17,0.05,0,6
4545,-7.14,134,0.05,0,3
4546,-8.42,82,0.05,0,2
4547,-3.46,86,0.05,0,3
4548,-3.02,122,0.05,0,4
4549,-5.76,116,0.05,0,3
4550,-40.32,53,0.05,0,3
4551,-8.82,82,0.05,0,2
4552,-44.88,49,0.05,0,3
4553,-4.62,82,0.05,0,2
4554,-8.82,82,0.05,0,2
4555,-4.64,124,0.05,0,3
4556,-39.24,45,0.05,0,3
4557,-44.42,43,0.05,0,3
4558,-6.82,82,0.05,0,2
4559,-8.63,83,0.05,0,2
4560,-7.22,82,0.05,0,2
4561,-4.26,126,0.05,0,3
4562,-7.22,43,0.05,0,9
4563,-4.77,117,0.05,0,3
4564,-8.62,82,0.05,0,2
4565,-8.62,82,0.05,0,2
4566,-9.83,143,0.05,0,3
4567,-7.41,121,0.05,0,3
4568,-41.97,78,0.05,0,3
4569,-40.05,6,0.05,0,3
4570,-8.62,82,0.05,0,2
4571,-8.62,82,0.05,0,2
4572,-40.46,7,0.05,0,3
4573,-8.42,82,0.05,0,2
4574,-41.38,19,0.05,0,3
4575,-6.79,139,0.05,0,3
4576,-8.22,82,0.05,0,2
4577,-5.42,102,0.05,0,3
4578,-42.69,30,0.05,0,3
4579,-8.02,82,0.05,0,2
4580,-44.62,63,0.05,0,3
4581,-9.83,143,0.05,0,3
4582,-9.58,118,0.05,0,2
4583,-44.65,46,0.05,0,3
4584,-8.62,82,0.05,0,2
4585,-5.86,106,0.05,0,3
4586,-4.29,109,0.05,0,3
4587,-9.39,139,0.05,0,3
4588,-8.42,82,0.05,0,2
4589,-8.82,82,0.05,0,2
4590,-40.04,5,0.05,0,3
4591,-7.79,139,0.05,0,3
4592,-7.62,82,0.05,0,2
4593,-40.02,3,0.05,0,3
4594,-7.82,82,0.05,0,2
4595,-3.37,137,0.05,0,3
4596,-7.82,82,0.05,0,2
4597,-7.02,82,0.05,0,2
4598,-3.96,96,0.05,0,3
4599,-5.4,120,0.05,0,3
4600,-5.5,90,0.05,0,2
4601,-10.47,107,0.05,0,2
4602,-8.62,82,0.05,0,2
4603,-6.77,117,0.05,0,3
4604,-42.45,26,0.05,0,3
4605,-8.82,82,0.05,0,2
4606,-8.82,82,0.05,0,2
4607,-43.54,35,0.05,0,3
4608,-8.62,82,0.05,0,2
4609,-8.62,82,0.05,0,2
4610,-6.22,82,0.05,0,2
4611,-0.84,124,0.05,0,3
4612,-1.76,116,0.05,0,3
4613,-8.22,82,0.05,0,2
4614,-9.76,136,0.05,0,3
4615,-8.82,82,0.05,0,2
4616,-8.02,82,0.05,0,2
4617,-40.51,12,0.05,0,3
4618,-6.05,105,0.05,0,3
4619,-8.83,83,0.05,0,2
4620,-11.57,157,0.05,0,3
4621,-8.82,82,0.05,0,2
4622,-42.53,74,0.05,0,3
4623,-8.62,82,0.05,0,2
4624,0.5,90,0.05,0,4
4625,-7.22,82,0.05,0,2
4626,-4.06,86,0.05,0,3
4627,-6.77,117,0.05,0,3
4628,-11.54,154,0.05,0,3
4629,-8.82,82,0.05,0,2
4630,-4.96,96,0.05,0,3
4631,-6.45,105,0.05,0,3
4632,-42.14,75,0.05,0,3
4633,-8.27,127,0.05,0,3
4634,-7.82,82,0.05,0,2
4635,-35.47,8,0.05,0,3
4636,-6.42,82,0.05,0,2
4637,-3.99,119,0.05,0,3
4638,-33.39,120,0.05,0,6
4639,-37.23,44,0.05,0,3
4640,-8.82,82,0.05,0,2
4641,-8.82,82,0.05,0,2
4642,-8.62,82,0.05,0,2
4643,-38.64,45,0.05,0,3
4644,-8.82,82,0.05,0,2
4645,-36.7,31,0.05,0,3
4646,-5.59,99,0.05,0,3
4647,-40.48,89,0.05,0,3
4648,-5.22,82,0.05,0,2
4649,-43.02,83,0.05,0,3
4650,-4.13,133,0.05,0,3
4651,-41.21,62,0.05,0,3
4652,-42.98,59,0.05,0,3
4653,-3.16,96,0.05,0,3
4654,-3.82,82,0.05,0,2
4655,-40.71,32,0.05,0,3
4656,-46.8,81,0.05,0,3
4657,-4.47,107,0.05,0,3
4658,-40.21,22,0.05,0,3
4659,-5.62,82,0.05,0,2
4660,-4.45,85,0.05,0,2
4661,-32.36,37,0.05,0,4
4662,-42.51,52,0.05,0,3
4663,-44.39,60,0.05,0,3
4664,-45.59,60,0.05,0,3
4665,-5.54,134,0.05,0,3
4666,-7.82,82,0.05,0,2
4667,-4.82,82,0.05,0,2
4668,1.47,113,0.05,0,4
4669,-42.15,116,0.05,0,3
4670,-39.0,81,0.05,0,3
4671,2.47,113,0.05,0,4
4672,-42.22,83,0.05,0,3
4673,-47.38,79,0.05,0,3
4674,-41.48,89,0.05,0,3
4675,-40.05,6,0.05,0,3
4676,-35.82,23,0.05,0,3
4677,-26.55,96,0.05,0,7
4678,-0.29,109,0.05,0,4
4679,1.9,90,0.05,0,3
4680,-0.64,144,0.05,0,4
4681,-5.22,82,0.05,0,2
4682,-0.71,131,0.05,0,4
4683,4.89,111,0.05,0,4
4684,-43.77,58,0.05,0,3
4685,-6.22,82,0.05,0,2
4686,-5.11,91,0.05,0,2
4687,-26.55,96,0.05,0,6
4688,-21.05,26,0.05,0,6
4689,1.57,83,0.05,0,3
4690,-26.18,19,0.05,0,5
4691,-33.56,117,0.05,0,4
4692,-27.22,43,0.05,0,5
4693,-34.46,87,0.05,0,4
4694,-38.55,36,0.05,0,3
4695,-35.37,58,0.05,0,4
