episode,total_reward,epsilon
2318,-4091.52,0.02
2319,-182.79,0.02
2320,-98.02,0.02
2321,-2617.02,0.02
2322,-1264.18,0.02
2323,-5234.66,0.02
2324,-134.62,0.02
2325,-121.62,0.02
2326,-142.27,0.02
2327,-186.02,0.02
2328,-117.65,0.02
2329,-483.72,0.02
2330,-136.83,0.02
2331,-4821.2,0.02
2332,-4713.97,0.02
2333,-146.52,0.02
2334,-129.39,0.02
2335,-117.12,0.02
2336,-152.56,0.02
2337,-187.03,0.02
2338,-2616.37,0.02
2339,-13107.02,0.02
2340,-144.73,0.02
2341,-140.35,0.02
2342,-167.67,0.02
2343,-370.68,0.02
2344,-118.85,0.02
2345,-1482.34,0.02
2346,-4743.78,0.02
2347,-160.87,0.02
2348,-185.94,0.02
2349,-133.62,0.02
2350,-102.83,0.02
2351,-105.64,0.02
2352,-161.72,0.02
2353,-219.13,0.02
2354,-129.47,0.02
2355,-5808.83,0.02
2356,-181.5,0.02
2357,-136.99,0.02
2358,-147.13,0.02
2359,-108.09,0.02
2360,-101.37,0.02
2361,-219.52,0.02
2362,-143.75,0.02
2363,-98.8,0.02
2364,-6679.71,0.02
2365,-99.83,0.02
2366,-124.13,0.02
2367,-105.05,0.02
2368,-184.64,0.02
2369,-581.95,0.02
2370,-10060.74,0.02
2371,-111.98,0.02
2372,-115.71,0.02
2373,-142.14,0.02
2374,-115.77,0.02
2375,-128.84,0.02
2376,-138.13,0.02
2377,-123.12,0.02
2378,-114.05,0.02
2379,-169.51,0.02
2380,-11004.28,0.02
2381,-102.3,0.02
2382,-4661.21,0.02
2383,-115.78,0.02
2384,-120.2,0.02
2385,-111.17,0.02
2386,-2668.23,0.02
2387,-100.51,0.02
2388,-142.5,0.02
2389,-160.81,0.02
2390,-4066.37,0.02
2391,-126.69,0.02
2392,-143.4,0.02
2393,-136.33,0.02
2394,-7134.01,0.02
2395,-5262.65,0.02
2396,-110.73,0.02
2397,-4787.96,0.02
2398,-2557.77,0.02
2399,-131.24,0.02
2400,-99.87,0.02
2401,-221.46,0.02
2402,-6368.12,0.02
2403,-119.35,0.02
2404,-140.91,0.02
2405,-107.04,0.02
2406,-12156.83,0.02
2407,-111.77,0.02
2408,-153.61,0.02
2409,-2541.72,0.02
2410,-129.4,0.02
2411,-130.68,0.02
2412,-120.31,0.02
2413,-135.07,0.02
2414,-5219.8,0.02
2415,-118.57,0.02
2416,-114.44,0.02
2417,-115.15,0.02
2418,-144.8,0.02
2419,-147.28,0.02
2420,-143.9,0.02
2421,-127.7,0.02
2422,-163.79,0.02
2423,-174.04,0.02
2424,-2575.94,0.02
2425,-2579.37,0.02
2426,-152.86,0.02
2427,-5125.91,0.02
2428,-6961.33,0.02
2429,-117.03,0.02
2430,-216.88,0.02
2431,-120.85,0.02
2432,-6220.57,0.02
2433,-1783.56,0.02
2434,-171.22,0.02
2435,-7642.02,0.02
2436,-126.24,0.02
2437,-113.38,0.02
2438,-141.93,0.02
2439,-125.83,0.02
2440,-179.42,0.02
2441,-12845.49,0.02
2442,-120.58,0.02
2443,-176.84,0.02
2444,-152.74,0.02
2445,-2591.55,0.02
2446,-13988.77,0.02
2447,-170.6,0.02
2448,-7764.02,0.02
2449,-192.25,0.02
2450,-1120.41,0.02
2451,-112.38,0.02
2452,-5391.77,0.02
2453,-5808.97,0.02
2454,-2549.8,0.02
2455,-6408.17,0.02
2456,-222.41,0.02
2457,-2560.28,0.02
2458,-151.04,0.02
2459,-2586.92,0.02
2460,-665.14,0.02
2461,-178.76,0.02
2462,-294.52,0.02
2463,-726.63,0.02
2464,-18438.9,0.02
2465,-125.09,0.02
2466,-195.57,0.02
2467,-9503.38,0.02
2468,-5745.29,0.02
2469,-11734.63,0.02
2470,-101.46,0.02
2471,-15349.09,0.02
2472,-6762.72,0.02
2473,-188.99,0.02
2474,-6083.62,0.02
2475,-212.02,0.02
2476,-127.13,0.02
2477,-273.77,0.02
2478,-7498.12,0.02
2479,-192.06,0.02
2480,-2548.29,0.02
2481,-264.77,0.02
2482,-8179.04,0.02
2483,-3867.76,0.02
2484,-408.16,0.02
2485,-132.86,0.02
2486,-2853.41,0.02
2487,-13630.75,0.02
2488,-201.26,0.02
2489,-1976.0,0.02
2490,-256.04,0.02
2491,-339.28,0.02
2492,-4779.66,0.02
2493,-418.56,0.02
2494,-1787.63,0.02
2495,-97.08,0.02
2496,-4006.91,0.02
2497,-2569.7,0.02
2498,-6756.43,0.02
2499,-147.87,0.02
2500,-20605.76,0.02
2501,-123.66,0.02
2502,-158.43,0.02
2503,-105.65,0.02
2504,-163.06,0.02
2505,-2230.83,0.02
2506,-23276.71,0.02
2507,-217.34,0.02
2508,-4362.73,0.02
2509,-3398.52,0.02
2510,-224.93,0.02
2511,-2535.46,0.02
2512,-329.94,0.02
2513,-124.09,0.02
2514,-3586.24,0.02
2515,-16047.9,0.02
2516,-152.48,0.02
2517,-224.36,0.02
2518,-227.61,0.02
2519,-248.6,0.02
2520,-139.56,0.02
2521,-2843.81,0.02
2522,-237.14,0.02
2523,-13244.37,0.02
2524,-3191.43,0.02
2525,-229.63,0.02
2526,-114.1,0.02
2527,-129.69,0.02
2528,-181.57,0.02
2529,-3464.91,0.02
2530,-16933.35,0.02
2531,-184.51,0.02
2532,-315.65,0.02
2533,-2560.62,0.02
2534,-124.3,0.02
2535,-138.97,0.02
2536,-265.28,0.02
2537,-176.22,0.02
2538,-124.24,0.02
2539,-194.61,0.02
2540,-107.73,0.02
2541,-103.6,0.02
2542,-181.31,0.02
2543,-215.07,0.02
2544,-119.05,0.02
2545,-120.69,0.02
2546,-14352.04,0.02
2547,-123.03,0.02
2548,-203.69,0.02
2549,-7037.1,0.02
2550,-138.16,0.02
2551,-187.93,0.02
2552,-104.94,0.02
2553,-18397.53,0.02
2554,-2528.96,0.02
2555,-4766.62,0.02
2556,-8035.03,0.02
2557,-252.94,0.02
2558,-106.77,0.02
2559,-15108.84,0.02
2560,-279.75,0.02
2561,-126.68,0.02
2562,-257.33,0.02
2563,-184.19,0.02
2564,-2591.49,0.02
2565,-207.17,0.02
2566,-14976.95,0.02
2567,-9114.83,0.02
2568,-116.7,0.02
2569,-1618.1,0.02
2570,-12560.57,0.02
2571,-7663.25,0.02
2572,-137.31,0.02
2573,-112.15,0.02
2574,-4528.71,0.02
2575,-249.88,0.02
2576,-6558.47,0.02
2577,-2228.22,0.02
2578,-98.07,0.02
2579,-153.02,0.02
2580,-227.61,0.02
2581,-967.21,0.02
2582,-137.65,0.02
2583,-112.72,0.02
2584,-2524.18,0.02
2585,-15056.84,0.02
2586,-2597.82,0.02
2587,-114.3,0.02
2588,-153.81,0.02
2589,-13041.5,0.02
2590,-278.7,0.02
2591,-250.83,0.02
2592,-129.48,0.02
2593,-444.08,0.02
2594,-1339.8,0.02
2595,-109.6,0.02
2596,-154.92,0.02
2597,-186.74,0.02
2598,-124.25,0.02
2599,-173.67,0.02
2600,-123.56,0.02
2601,-191.58,0.02
2602,-135.41,0.02
2603,-107.62,0.02
2604,-142.75,0.02
2605,-14778.38,0.02
2606,-226.31,0.02
2607,-15931.1,0.02
2608,-154.01,0.02
2609,-343.0,0.02
2610,-196.91,0.02
2611,-216.68,0.02
2612,-18979.05,0.02
2613,-8538.88,0.02
2614,-215.29,0.02
2615,-233.49,0.02
2616,-146.14,0.02
2617,-276.7,0.02
2618,-179.09,0.02
2619,-432.96,0.02
2620,-167.06,0.02
2621,-8294.66,0.02
2622,-136.68,0.02
2623,-305.6,0.02
2624,-169.14,0.02
2625,-148.1,0.02
2626,-283.72,0.02
2627,-125.77,0.02
2628,-986.75,0.02
2629,-179.39,0.02
2630,-5046.39,0.02
2631,-1205.87,0.02
2632,-2526.12,0.02
2633,-172.91,0.02
2634,-113.24,0.02
2635,-4888.2,0.02
2636,-2547.6,0.02
2637,-186.04,0.02
2638,-104.7,0.02
2639,-127.43,0.02
2640,-2013.76,0.02
2641,-103.85,0.02
2642,-10511.8,0.02
2643,-267.19,0.02
2644,-1280.44,0.02
2645,-196.46,0.02
2646,-2098.88,0.02
2647,-187.44,0.02
2648,-194.46,0.02
2649,-282.88,0.02
2650,-170.9,0.02
2651,-2650.2,0.02
2652,-175.3,0.02
2653,-133.2,0.02
2654,-177.94,0.02
2655,-125.34,0.02
2656,-119.21,0.02
2657,-249.07,0.02
2658,-158.59,0.02
2659,-5183.67,0.02
2660,-214.35,0.02
2661,-1976.89,0.02
2662,-8882.21,0.02
2663,-119.6,0.02
2664,-8350.65,0.02
2665,-217.53,0.02
2666,-6083.34,0.02
2667,-172.29,0.02
2668,-252.56,0.02
2669,-165.8,0.02
2670,-5916.21,0.02
2671,-146.44,0.02
2672,-132.42,0.02
2673,-284.37,0.02
2674,-7296.5,0.02
2675,-256.82,0.02
2676,-2805.08,0.02
2677,-3579.29,0.02
2678,-4768.75,0.02
2679,-124.86,0.02
2680,-129.52,0.02
2681,-139.29,0.02
2682,-114.41,0.02
2683,-173.05,0.02
2684,-107.28,0.02
2685,-105.35,0.02
2686,-105.99,0.02
2687,-102.45,0.02
2688,-182.43,0.02
2689,-118.22,0.02
2690,-352.4,0.02
2691,-11672.45,0.02
2692,-138.83,0.02
2693,-107.4,0.02
2694,-2268.82,0.02
2695,-123.04,0.02
2696,-213.83,0.02
2697,-9219.27,0.02
2698,-2593.06,0.02
2699,-159.96,0.02
2700,-163.28,0.02
2701,-199.03,0.02
2702,-110.51,0.02
2703,-138.38,0.02
2704,-105.24,0.02
2705,-103.97,0.02
2706,-102.95,0.02
2707,-150.2,0.02
2708,-128.08,0.02
2709,-207.7,0.02
2710,-4358.46,0.02
2711,-147.53,0.02
2712,-140.05,0.02
2713,-150.55,0.02
2714,-115.55,0.02
2715,-170.81,0.02
2716,-119.17,0.02
2717,-113.11,0.02
2718,-151.52,0.02
2719,-204.69,0.02
2720,-4204.25,0.02
2721,-126.72,0.02
2722,-191.73,0.02
2723,-2730.29,0.02
2724,-179.78,0.02
2725,-125.12,0.02
2726,-160.71,0.02
2727,-151.85,0.02
2728,-115.83,0.02
2729,-108.7,0.02
2730,-2565.33,0.02
2731,-156.97,0.02
2732,-131.79,0.02
2733,-160.51,0.02
2734,-153.27,0.02
2735,-116.59,0.02
2736,-147.36,0.02
2737,-151.88,0.02
2738,-107.61,0.02
2739,-120.41,0.02
2740,-151.63,0.02
2741,-102.41,0.02
2742,-5688.68,0.02
2743,-108.76,0.02
2744,-104.27,0.02
2745,-106.67,0.02
2746,-143.35,0.02
2747,-113.31,0.02
2748,-169.66,0.02
2749,-10772.82,0.02
2750,-102.93,0.02
2751,-149.08,0.02
2752,-128.92,0.02
2753,-1379.5,0.02
2754,-2428.76,0.02
2755,-4767.39,0.02
2756,-131.99,0.02
2757,-248.18,0.02
2758,-130.34,0.02
2759,-1459.31,0.02
2760,-197.93,0.02
2761,-161.88,0.02
2762,-2130.31,0.02
2763,-6319.21,0.02
2764,-218.2,0.02
2765,-142.43,0.02
2766,-299.1,0.02
2767,-121.66,0.02
2768,-161.08,0.02
2769,-141.02,0.02
2770,-5193.98,0.02
2771,-2555.41,0.02
2772,-138.4,0.02
2773,-232.61,0.02
2774,-4849.82,0.02
2775,-5901.85,0.02
2776,-153.39,0.02
2777,-182.08,0.02
2778,-141.6,0.02
2779,-246.9,0.02
2780,-9186.49,0.02
2781,-289.02,0.02
2782,-3532.2,0.02
2783,-147.44,0.02
2784,-179.38,0.02
2785,-555.4,0.02
2786,-2031.61,0.02
2787,-187.47,0.02
2788,-1931.66,0.02
2789,-130.31,0.02
2790,-3095.02,0.02
2791,-288.22,0.02
2792,-254.24,0.02
2793,-4625.47,0.02
2794,-284.65,0.02
2795,-882.47,0.02
2796,-6596.36,0.02
2797,-3769.65,0.02
2798,-353.29,0.02
2799,-141.9,0.02
2800,-4157.51,0.02
2801,-221.99,0.02
2802,-158.27,0.02
2803,-622.09,0.02
2804,-155.85,0.02
2805,-165.12,0.02
2806,-110.27,0.02
2807,-5991.77,0.02
2808,-178.71,0.02
2809,-119.9,0.02
2810,-2608.03,0.02
2811,-126.8,0.02
2812,-168.35,0.02
2813,-146.73,0.02
2814,-2579.63,0.02
2815,-7056.87,0.02
2816,-2767.22,0.02
2817,-2593.82,0.02
2818,-272.17,0.02
2819,-5417.44,0.02
2820,-2548.98,0.02
2821,-112.12,0.02
2822,-2565.26,0.02
2823,-7008.89,0.02
2824,-4437.08,0.02
2825,-214.44,0.02
2826,-204.16,0.02
2827,-9003.15,0.02
2828,-141.48,0.02
2829,-252.17,0.02
2830,-2591.95,0.02
2831,-5224.66,0.02
2832,-2560.78,0.02
2833,-2554.21,0.02
2834,-1754.18,0.02
2835,-6306.54,0.02
2836,-176.97,0.02
2837,-141.52,0.02
2838,-4886.64,0.02
2839,-3909.2,0.02
2840,-6147.71,0.02
2841,-184.82,0.02
2842,-25281.54,0.02
2843,-256.55,0.02
2844,-104.82,0.02
2845,-1276.36,0.02
2846,-134.64,0.02
2847,-2602.11,0.02
2848,-2644.03,0.02
2849,-157.01,0.02
2850,-2375.26,0.02
2851,-2593.11,0.02
2852,-102.37,0.02
2853,-7438.12,0.02
2854,-200.32,0.02
2855,-150.0,0.02
2856,-5201.12,0.02
2857,-160.68,0.02
2858,-114.03,0.02
2859,-371.45,0.02
2860,-153.97,0.02
2861,-139.19,0.02
2862,-9172.67,0.02
2863,-139.48,0.02
2864,-176.95,0.02
2865,-149.99,0.02
2866,-3192.83,0.02
2867,-2583.44,0.02
2868,-152.48,0.02
2869,-2528.43,0.02
2870,-9591.59,0.02
2871,-8002.61,0.02
2872,-98.09,0.02
2873,-179.5,0.02
2874,-176.8,0.02
2875,-117.71,0.02
2876,-258.43,0.02
2877,-207.73,0.02
2878,-116.04,0.02
2879,-3793.77,0.02
2880,-1048.37,0.02
2881,-5788.45,0.02
2882,-158.55,0.02
2883,-158.86,0.02
2884,-1533.72,0.02
2885,-206.56,0.02
2886,-2628.32,0.02
2887,-7521.08,0.02
2888,-100.97,0.02
2889,-142.76,0.02
2890,-140.03,0.02
2891,-128.05,0.02
2892,-2604.17,0.02
2893,-180.83,0.02
2894,-304.0,0.02
2895,-318.79,0.02
2896,-2741.03,0.02
2897,-108.99,0.02
2898,-129.11,0.02
2899,-6628.24,0.02
2900,-4258.96,0.02
2901,-5245.43,0.02
2902,-128.01,0.02
2903,-101.98,0.02
2904,-17552.24,0.02
2905,-265.07,0.02
2906,-2899.97,0.02
2907,-138.94,0.02
2908,-2668.27,0.02
2909,-168.59,0.02
2910,-307.14,0.02
2911,-167.63,0.02
2912,-207.43,0.02
2913,-136.56,0.02
2914,-165.28,0.02
2915,-4472.2,0.02
2916,-138.19,0.02
2917,-1390.48,0.02
2918,-130.44,0.02
2919,-112.42,0.02
2920,-215.17,0.02
2921,-123.41,0.02
2922,-134.44,0.02
2923,-10946.29,0.02
2924,-4753.0,0.02
2925,-10846.82,0.02
2926,-10946.17,0.02
2927,-3672.93,0.02
2928,-14490.96,0.02
2929,-168.05,0.02
2930,-126.89,0.02
2931,-109.65,0.02
2932,-248.72,0.02
2933,-227.03,0.02
2934,-113.78,0.02
2935,-2669.3,0.02
2936,-137.99,0.02
2937,-9976.34,0.02
2938,-152.53,0.02
2939,-296.1,0.02
2940,-154.17,0.02
2941,-4913.06,0.02
2942,-4790.98,0.02
2943,-206.79,0.02
2944,-146.74,0.02
2945,-218.36,0.02
2946,-2886.43,0.02
2947,-1338.07,0.02
2948,-127.05,0.02
2949,-26501.87,0.02
2950,-2558.72,0.02
2951,-1162.44,0.02
2952,-105.75,0.02
2953,-5792.2,0.02
2954,-144.54,0.02
2955,-100.17,0.02
2956,-2631.5,0.02
2957,-213.14,0.02
2958,-2005.27,0.02
2959,-99.36,0.02
2960,-260.14,0.02
2961,-11431.0,0.02
2962,-261.25,0.02
2963,-146.99,0.02
2964,-158.93,0.02
2965,-252.23,0.02
2966,-106.74,0.02
2967,-176.83,0.02
2968,-112.91,0.02
2969,-163.54,0.02
2970,-151.8,0.02
2971,-237.97,0.02
2972,-6932.21,0.02
2973,-139.52,0.02
2974,-11811.6,0.02
2975,-204.6,0.02
2976,-147.19,0.02
2977,-3052.02,0.02
2978,-147.35,0.02
2979,-1199.46,0.02
2980,-4776.48,0.02
2981,-127.23,0.02
2982,-7742.96,0.02
2983,-236.8,0.02
2984,-400.25,0.02
2985,-2071.04,0.02
2986,-166.96,0.02
2987,-172.84,0.02
2988,-149.35,0.02
2989,-165.22,0.02
2990,-2599.17,0.02
2991,-1165.38,0.02
2992,-1069.0,0.02
2993,-144.07,0.02
2994,-266.12,0.02
2995,-103.14,0.02
2996,-169.4,0.02
2997,-221.52,0.02
2998,-166.69,0.02
2999,-161.01,0.02
3000,-139.64,0.02
3001,-4703.9,0.02
3002,-4562.92,0.02
3003,-20683.41,0.02
3004,-228.25,0.02
3005,-161.29,0.02
3006,-2939.35,0.02
3007,-2548.07,0.02
3008,-4036.44,0.02
3009,-6279.9,0.02
3010,-175.97,0.02
3011,-315.57,0.02
3012,-111.87,0.02
3013,-175.82,0.02
3014,-6899.01,0.02
3015,-148.67,0.02
3016,-3029.67,0.02
3017,-257.94,0.02
3018,-155.08,0.02
3019,-111.59,0.02
3020,-103.2,0.02
3021,-6850.09,0.02
3022,-140.58,0.02
3023,-170.75,0.02
3024,-224.41,0.02
3025,-3805.75,0.02
3026,-1823.51,0.02
3027,-115.13,0.02
3028,-1694.53,0.02
3029,-217.79,0.02
3030,-103.08,0.02
3031,-360.63,0.02
3032,-12130.26,0.02
3033,-97.28,0.02
3034,-271.93,0.02
3035,-6137.09,0.02
3036,-4566.45,0.02
3037,-2379.23,0.02
3038,-6864.96,0.02
3039,-8296.67,0.02
3040,-1015.45,0.02
3041,-167.42,0.02
3042,-335.38,0.02
3043,-12870.71,0.02
3044,-18381.25,0.02
3045,-163.75,0.02
3046,-1328.34,0.02
3047,-9243.66,0.02
3048,-4721.95,0.02
3049,-2541.08,0.02
3050,-139.9,0.02
3051,-1503.89,0.02
3052,-7124.23,0.02
3053,-340.14,0.02
3054,-96.18,0.02
3055,-2751.12,0.02
3056,-137.59,0.02
3057,-136.45,0.02
3058,-109.28,0.02
3059,-98.99,0.02
3060,-135.13,0.02
3061,-159.17,0.02
3062,-156.48,0.02
3063,-199.6,0.02
3064,-138.06,0.02
3065,-164.76,0.02
3066,-130.46,0.02
3067,-101.07,0.02
3068,-4718.37,0.02
3069,-107.86,0.02
3070,-11023.63,0.02
3071,-154.83,0.02
3072,-155.15,0.02
3073,-3673.09,0.02
3074,-3501.49,0.02
3075,-11267.47,0.02
3076,-136.76,0.02
3077,-111.77,0.02
3078,-140.49,0.02
3079,-122.71,0.02
3080,-1383.05,0.02
3081,-2571.8,0.02
3082,-161.31,0.02
3083,-137.49,0.02
3084,-145.61,0.02
3085,-168.91,0.02
3086,-2197.66,0.02
3087,-684.75,0.02
3088,-2639.89,0.02
3089,-146.59,0.02
3090,-9296.45,0.02
3091,-4287.38,0.02
3092,-1500.11,0.02
3093,-112.55,0.02
3094,-224.09,0.02
3095,-283.94,0.02
3096,-144.37,0.02
3097,-197.32,0.02
3098,-267.71,0.02
3099,-2718.97,0.02
3100,-240.94,0.02
3101,-7279.79,0.02
3102,-241.73,0.02
3103,-181.64,0.02
3104,-234.95,0.02
3105,-11025.1,0.02
3106,-9465.31,0.02
3107,-242.12,0.02
3108,-2600.02,0.02
3109,-239.23,0.02
3110,-4899.7,0.02
3111,-3294.39,0.02
3112,-5128.29,0.02
3113,-106.11,0.02
3114,-3799.38,0.02
3115,-6781.88,0.02
3116,-288.28,0.02
3117,-8896.78,0.02
3118,-12679.5,0.02
3119,-276.48,0.02
3120,-201.51,0.02
3121,-2561.99,0.02
3122,-177.29,0.02
3123,-4600.86,0.02
3124,-240.23,0.02
3125,-263.71,0.02
3126,-142.96,0.02
3127,-18011.47,0.02
3128,-111.9,0.02
3129,-1097.07,0.02
3130,-5023.4,0.02
3131,-297.23,0.02
3132,-97.35,0.02
3133,-2458.65,0.02
3134,-692.57,0.02
3135,-106.57,0.02
3136,-418.77,0.02
3137,-186.0,0.02
3138,-109.17,0.02
3139,-140.76,0.02
3140,-113.0,0.02
3141,-142.79,0.02
3142,-117.05,0.02
3143,-1712.29,0.02
3144,-4703.41,0.02
3145,-136.08,0.02
3146,-7107.68,0.02
3147,-116.76,0.02
3148,-130.97,0.02
3149,-160.15,0.02
3150,-2541.72,0.02
3151,-10093.43,0.02
3152,-133.34,0.02
3153,-143.95,0.02
3154,-129.16,0.02
3155,-165.81,0.02
3156,-10972.34,0.02
3157,-131.06,0.02
3158,-151.76,0.02
3159,-7267.94,0.02
3160,-192.96,0.02
3161,-123.25,0.02
3162,-183.35,0.02
3163,-8160.96,0.02
3164,-180.84,0.02
3165,-144.36,0.02
3166,-128.45,0.02
3167,-126.93,0.02
3168,-150.34,0.02
3169,-127.87,0.02
3170,-4844.72,0.02
3171,-2563.69,0.02
3172,-125.24,0.02
3173,-123.92,0.02
3174,-114.39,0.02
3175,-108.11,0.02
3176,-179.98,0.02
3177,-6880.82,0.02
3178,-3267.16,0.02
3179,-18301.55,0.02
3180,-294.96,0.02
3181,-291.51,0.02
3182,-291.78,0.02
3183,-2592.33,0.02
3184,-4893.63,0.02
3185,-20385.87,0.02
3186,-2571.41,0.02
3187,-162.09,0.02
3188,-141.68,0.02
3189,-7095.09,0.02
3190,-256.52,0.02
3191,-147.77,0.02
3192,-256.84,0.02
3193,-159.29,0.02
3194,-149.72,0.02
3195,-17543.96,0.02
3196,-277.77,0.02
3197,-2571.89,0.02
3198,-146.37,0.02
3199,-284.92,0.02
3200,-4298.15,0.02
3201,-151.93,0.02
3202,-155.08,0.02
3203,-250.19,0.02
3204,-1888.57,0.02
3205,-5088.97,0.02
3206,-253.21,0.02
3207,-2581.25,0.02
3208,-146.33,0.02
3209,-2585.23,0.02
3210,-5939.23,0.02
3211,-127.13,0.02
3212,-282.45,0.02
3213,-163.92,0.02
3214,-102.4,0.02
3215,-2598.12,0.02
3216,-12246.73,0.02
3217,-963.67,0.02
3218,-517.64,0.02
3219,-1279.36,0.02
3220,-1290.32,0.02
3221,-4280.15,0.02
3222,-216.54,0.02
3223,-131.1,0.02
3224,-2571.68,0.02
3225,-206.49,0.02
3226,-150.03,0.02
3227,-2410.63,0.02
3228,-180.2,0.02
3229,-292.99,0.02
3230,-166.79,0.02
3231,-268.23,0.02
3232,-203.35,0.02
3233,-119.13,0.02
3234,-2143.61,0.02
3235,-1051.31,0.02
3236,-393.31,0.02
3237,-3289.52,0.02
3238,-138.83,0.02
3239,-3139.08,0.02
3240,-273.84,0.02
3241,-173.26,0.02
3242,-315.44,0.02
3243,-238.51,0.02
3244,-162.84,0.02
3245,-165.44,0.02
3246,-211.47,0.02
3247,-2965.91,0.02
3248,-206.03,0.02
3249,-4764.92,0.02
3250,-101.4,0.02
3251,-3414.05,0.02
3252,-171.49,0.02
3253,-101.54,0.02
3254,-101.1,0.02
3255,-4129.91,0.02
3256,-1990.51,0.02
3257,-172.3,0.02
3258,-6846.07,0.02
3259,-124.28,0.02
3260,-131.58,0.02
3261,-180.96,0.02
3262,-2623.23,0.02
3263,-2648.33,0.02
3264,-101.5,0.02
3265,-227.92,0.02
3266,-790.57,0.02
3267,-6351.98,0.02
3268,-150.29,0.02
3269,-13237.4,0.02
3270,-2531.17,0.02
3271,-144.69,0.02
3272,-101.01,0.02
3273,-141.77,0.02
3274,-3918.06,0.02
3275,-193.73,0.02
3276,-2594.64,0.02
3277,-149.77,0.02
3278,-2556.22,0.02
3279,-2804.08,0.02
3280,-251.9,0.02
3281,-15831.69,0.02
3282,-121.37,0.02
3283,-183.32,0.02
3284,-142.71,0.02
3285,-125.03,0.02
3286,-194.32,0.02
3287,-255.48,0.02
3288,-4153.87,0.02
3289,-142.27,0.02
3290,-264.42,0.02
3291,-1802.87,0.02
3292,-160.11,0.02
3293,-174.23,0.02
3294,-3284.05,0.02
3295,-159.86,0.02
3296,-4828.31,0.02
3297,-242.74,0.02
3298,-1919.69,0.02
3299,-347.85,0.02
3300,-116.37,0.02
3301,-144.55,0.02
3302,-1625.68,0.02
3303,-211.84,0.02
3304,-120.74,0.02
3305,-120.24,0.02
3306,-2612.45,0.02
3307,-6552.88,0.02
3308,-11618.68,0.02
3309,-150.41,0.02
3310,-252.8,0.02
3311,-236.29,0.02
3312,-18378.8,0.02
3313,-113.4,0.02
3314,-207.24,0.02
3315,-231.93,0.02
3316,-8849.03,0.02
3317,-163.39,0.02
3318,-4904.83,0.02
3319,-102.98,0.02
3320,-117.62,0.02
3321,-210.52,0.02
3322,-3531.7,0.02
3323,-157.75,0.02
3324,-6144.9,0.02
3325,-155.7,0.02
3326,-105.03,0.02
3327,-165.52,0.02
3328,-262.2,0.02
3329,-256.1,0.02
3330,-10378.02,0.02
3331,-216.83,0.02
3332,-6876.77,0.02
3333,-2507.97,0.02
3334,-101.86,0.02
3335,-233.23,0.02
3336,-388.39,0.02
3337,-833.22,0.02
3338,-2866.5,0.02
3339,-249.3,0.02
3340,-5397.2,0.02
3341,-231.23,0.02
3342,-150.86,0.02
3343,-4948.5,0.02
3344,-9956.16,0.02
3345,-162.81,0.02
3346,-149.24,0.02
3347,-199.01,0.02
3348,-149.17,0.02
3349,-100.53,0.02
3350,-216.36,0.02
3351,-2968.43,0.02
3352,-205.31,0.02
3353,-233.34,0.02
3354,-2584.13,0.02
3355,-127.58,0.02
3356,-112.07,0.02
3357,-8776.64,0.02
3358,-103.52,0.02
3359,-356.78,0.02
3360,-134.93,0.02
3361,-171.64,0.02
3362,-4717.27,0.02
3363,-143.55,0.02
3364,-102.68,0.02
3365,-118.83,0.02
3366,-5039.63,0.02
3367,-161.38,0.02
3368,-2611.09,0.02
3369,-265.86,0.02
3370,-5857.42,0.02
3371,-2558.57,0.02
3372,-6495.21,0.02
3373,-167.91,0.02
3374,-184.44,0.02
3375,-6809.36,0.02
3376,-2258.77,0.02
3377,-130.05,0.02
3378,-116.97,0.02
3379,-123.43,0.02
3380,-109.93,0.02
3381,-128.34,0.02
3382,-137.14,0.02
3383,-120.03,0.02
3384,-142.99,0.02
3385,-5673.09,0.02
3386,-199.57,0.02
3387,-145.29,0.02
3388,-116.77,0.02
3389,-115.57,0.02
3390,-4575.12,0.02
3391,-102.46,0.02
3392,-5060.85,0.02
3393,-170.35,0.02
3394,-116.61,0.02
3395,-107.94,0.02
3396,-174.82,0.02
3397,-104.87,0.02
3398,-102.26,0.02
3399,-167.14,0.02
3400,-119.89,0.02
3401,-148.79,0.02
3402,-159.5,0.02
3403,-1890.44,0.02
3404,-107.28,0.02
3405,-154.92,0.02
3406,-127.23,0.02
3407,-157.32,0.02
3408,-137.85,0.02
3409,-198.48,0.02
3410,-6089.52,0.02
3411,-146.19,0.02
3412,-149.49,0.02
3413,-137.7,0.02
3414,-189.82,0.02
3415,-153.98,0.02
3416,-170.85,0.02
3417,-130.26,0.02
3418,-142.24,0.02
3419,-108.84,0.02
3420,-114.98,0.02
3421,-202.15,0.02
3422,-186.05,0.02
3423,-154.13,0.02
3424,-4826.2,0.02
3425,-12126.66,0.02
3426,-9247.37,0.02
3427,-3413.2,0.02
3428,-150.03,0.02
3429,-153.06,0.02
3430,-3512.36,0.02
3431,-158.13,0.02
3432,-2602.97,0.02
3433,-145.79,0.02
3434,-283.65,0.02
3435,-5627.37,0.02
3436,-164.01,0.02
3437,-110.61,0.02
3438,-197.95,0.02
3439,-8089.71,0.02
3440,-129.49,0.02
3441,-108.73,0.02
3442,-169.08,0.02
3443,-204.97,0.02
3444,-117.49,0.02
3445,-2605.29,0.02
3446,-199.38,0.02
3447,-97.82,0.02
3448,-146.85,0.02
3449,-11253.99,0.02
3450,-133.03,0.02
