episode,total_reward,epsilon
4584,-8770.18,0.02
4585,-194.15,0.02
4586,-4687.31,0.02
4587,-6072.96,0.02
4588,-7266.01,0.02
4589,-264.46,0.02
4590,-244.94,0.02
4591,-102.31,0.02
4592,-130.95,0.02
4593,-329.87,0.02
4594,-5533.38,0.02
4595,-296.55,0.02
4596,-15089.42,0.02
4597,-12070.0,0.02
4598,-185.32,0.02
4599,-238.63,0.02
4600,-2544.6,0.02
4601,-288.68,0.02
4602,-146.75,0.02
4603,-151.49,0.02
4604,-163.3,0.02
4605,-3651.8,0.02
4606,-3040.33,0.02
4607,-107.81,0.02
4608,-277.08,0.02
4609,-232.51,0.02
4610,-167.69,0.02
4611,-2429.98,0.02
4612,-528.12,0.02
4613,-308.37,0.02
4614,-2532.97,0.02
4615,-4146.39,0.02
4616,-218.57,0.02
4617,-2895.52,0.02
4618,-4684.84,0.02
4619,-2601.71,0.02
4620,-270.63,0.02
4621,-239.18,0.02
4622,-347.85,0.02
4623,-183.48,0.02
4624,-7982.75,0.02
4625,-15537.82,0.02
4626,-393.59,0.02
4627,-2574.1,0.02
4628,-434.5,0.02
4629,-158.59,0.02
4630,-188.89,0.02
4631,-142.35,0.02
4632,-112.21,0.02
4633,-229.1,0.02
4634,-168.59,0.02
4635,-186.03,0.02
4636,-129.12,0.02
4637,-170.66,0.02
4638,-16451.39,0.02
4639,-12831.5,0.02
4640,-282.53,0.02
4641,-4754.27,0.02
4642,-242.8,0.02
4643,-132.77,0.02
4644,-185.96,0.02
4645,-111.25,0.02
4646,-168.94,0.02
4647,-162.34,0.02
4648,-105.45,0.02
4649,-151.81,0.02
4650,-2198.92,0.02
4651,-8643.44,0.02
4652,-124.29,0.02
4653,-264.22,0.02
4654,-195.05,0.02
4655,-207.68,0.02
4656,-4839.34,0.02
4657,-116.46,0.02
4658,-202.11,0.02
4659,-13416.48,0.02
4660,-4469.11,0.02
4661,-4606.8,0.02
4662,-270.59,0.02
4663,-162.42,0.02
4664,-137.99,0.02
4665,-128.43,0.02
4666,-6511.64,0.02
4667,-4163.94,0.02
4668,-186.54,0.02
4669,-2556.71,0.02
4670,-125.39,0.02
4671,-2996.87,0.02
4672,-109.56,0.02
4673,-308.83,0.02
4674,-224.88,0.02
4675,-112.77,0.02
4676,-140.69,0.02
4677,-222.54,0.02
4678,-155.35,0.02
4679,-160.59,0.02
4680,-6012.24,0.02
4681,-115.88,0.02
4682,-133.36,0.02
4683,-118.25,0.02
4684,-274.68,0.02
4685,-159.19,0.02
4686,-1689.3,0.02
4687,-247.44,0.02
4688,-139.71,0.02
4689,-3542.69,0.02
4690,-9455.65,0.02
4691,-199.32,0.02
4692,-2565.31,0.02
4693,-5866.75,0.02
4694,-215.33,0.02
4695,-206.56,0.02
4696,-188.74,0.02
4697,-4705.37,0.02
4698,-4671.16,0.02
4699,-177.93,0.02
4700,-158.88,0.02
4701,-314.14,0.02
4702,-113.16,0.02
4703,-181.54,0.02
4704,-22271.74,0.02
4705,-3431.42,0.02
4706,-289.22,0.02
4707,-7406.58,0.02
4708,-1724.56,0.02
4709,-1133.38,0.02
4710,-1970.85,0.02
4711,-2556.69,0.02
4712,-106.44,0.02
4713,-296.48,0.02
4714,-8604.25,0.02
4715,-177.65,0.02
4716,-102.38,0.02
4717,-4842.85,0.02
4718,-153.24,0.02
4719,-5842.87,0.02
4720,-760.1,0.02
4721,-6906.17,0.02
4722,-2550.5,0.02
4723,-286.65,0.02
4724,-288.12,0.02
4725,-1742.96,0.02
4726,-2618.2,0.02
4727,-109.2,0.02
4728,-8301.99,0.02
4729,-4912.59,0.02
4730,-5657.02,0.02
4731,-282.33,0.02
4732,-9504.95,0.02
4733,-237.88,0.02
4734,-161.94,0.02
4735,-2611.11,0.02
4736,-13970.36,0.02
4737,-154.7,0.02
4738,-9145.53,0.02
4739,-2537.09,0.02
4740,-265.12,0.02
4741,-4796.15,0.02
4742,-211.77,0.02
4743,-125.94,0.02
4744,-8045.26,0.02
4745,-106.57,0.02
4746,-101.51,0.02
4747,-2659.11,0.02
4748,-240.81,0.02
4749,-2979.01,0.02
4750,-2227.23,0.02
4751,-10496.45,0.02
4752,-231.26,0.02
4753,-138.93,0.02
4754,-146.56,0.02
4755,-136.83,0.02
4756,-19203.24,0.02
4757,-276.64,0.02
4758,-266.75,0.02
4759,-122.95,0.02
4760,-7957.34,0.02
4761,-169.27,0.02
4762,-8895.26,0.02
4763,-341.88,0.02
4764,-107.78,0.02
4765,-139.87,0.02
4766,-2568.36,0.02
4767,-6327.66,0.02
4768,-11815.29,0.02
4769,-213.09,0.02
4770,-12921.4,0.02
4771,-22299.52,0.02
4772,-139.09,0.02
4773,-9214.98,0.02
4774,-11233.46,0.02
4775,-3637.19,0.02
4776,-2630.33,0.02
4777,-271.69,0.02
4778,-2653.33,0.02
4779,-110.9,0.02
4780,-223.49,0.02
4781,-194.32,0.02
4782,-11428.48,0.02
4783,-19816.16,0.02
4784,-360.27,0.02
4785,-152.47,0.02
4786,-15443.94,0.02
4787,-192.21,0.02
4788,-4668.25,0.02
4789,-4988.86,0.02
4790,-2539.08,0.02
4791,-2508.86,0.02
4792,-140.81,0.02
4793,-2568.09,0.02
4794,-562.76,0.02
4795,-14203.22,0.02
4796,-228.6,0.02
4797,-176.78,0.02
4798,-109.66,0.02
4799,-11110.77,0.02
4800,-7531.43,0.02
4801,-116.04,0.02
4802,-2635.5,0.02
4803,-101.3,0.02
4804,-122.71,0.02
4805,-6137.52,0.02
4806,-1791.32,0.02
4807,-4751.56,0.02
4808,-315.8,0.02
4809,-198.33,0.02
4810,-4698.86,0.02
4811,-214.36,0.02
4812,-6318.47,0.02
4813,-127.33,0.02
4814,-276.12,0.02
4815,-174.31,0.02
4816,-9722.94,0.02
4817,-15067.18,0.02
4818,-14476.64,0.02
4819,-2547.14,0.02
4820,-1242.66,0.02
4821,-6397.39,0.02
4822,-2651.49,0.02
4823,-337.18,0.02
4824,-281.11,0.02
4825,-8909.41,0.02
4826,-3684.1,0.02
4827,-284.0,0.02
4828,-109.99,0.02
4829,-143.93,0.02
4830,-2565.26,0.02
4831,-956.44,0.02
4832,-159.67,0.02
4833,-2799.11,0.02
